Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
26,26,IND,Leroy Combs,Oklahoma State University,1,48,446,218,56,38,.497,.000,.615,9.3,4.5,1.2,0.8,0.4,.041
27,27,CLE,John Garris,Boston College,1,33,267,131,77,10,.510,,.794,8.1,4.0,2.3,0.3,0.9,.166
28,28,PHO,Rod Foster,University of California Los Angeles,3,207,3446,1562,258,479,.440,.298,.768,16.6,7.5,1.2,2.3,2.2,.031
29,29,CHI,Larry Micheaux,University of Houston,2,96,897,330,256,49,.567,.000,.610,9.3,3.4,2.7,0.5,2.5,.134
30,30,DAL,Mark West,Old Dominion University,17,1090,20213,6259,5347,428,.580,.000,.568,18.5,5.7,4.9,0.4,41.9,.100
31,31,ATL,Doc Rivers,Marquette University,13,864,23567,9377,2625,4889,.444,.328,.784,27.3,10.9,3.0,5.7,68.2,.139
32,32,WSB,Michael Britt,University of the District of Columbia,,,,,,,,,,,,,,,
33,33,DAL,Dirk Minniefield,University of Kentucky,3,222,3801,1187,367,845,.470,.272,.739,17.1,5.3,1.7,3.8,4.1,.052
34,34,WSB,Guy Williams,Washington State University,2,26,144,68,33,9,.456,.250,.455,5.5,2.6,1.3,0.3,0.2,.055
35,35,SAS,Darrell Lockhart,Auburn University,1,2,14,4,3,0,1.000,,,7.0,2.0,1.5,0.0,0.0,-0.048
36,36,SEA,Scooter McCray,University of Louisville,3,77,892,224,190,74,.423,,.611,11.6,2.9,2.5,1.0,0.4,.023
37,37,DEN,David Russell,St. John's University,,,,,,,,,,,,,,,
38,38,KCK,Chris McNealy,San Jose State University,3,108,1864,466,494,110,.456,,.658,17.3,4.3,4.6,1.0,2.6,.066
39,39,POR,Granville Waiters,Ohio State University,5,249,2547,606,540,121,.458,.000,.559,10.2,2.4,2.2,0.5,1.9,.036
40,40,IND,Jim Thomas,Indiana University,4,161,3361,1355,418,377,.471,.170,.763,20.9,8.4,2.6,2.3,4.9,.071
41,41,MIL,Ted Kitchel,Indiana University,,,,,,,,,,,,,,,
42,42,MIL,Mike Davis,University of Alabama,,,,,,,,,,,,,,,
43,43,GSW,Pace Mannion,University of Utah,6,216,2125,660,259,231,.413,.203,.663,9.8,3.1,1.2,1.1,1.7,.038
44,44,NJN,Horace Owens,University of Rhode Island,,,,,,,,,,,,,,,
45,45,PHO,Paul Williams,Arizona State University,,,,,,,,,,,,,,,
46,46,SAS,Kevin Williams,St. John's University,5,260,2947,1268,356,319,.435,.077,.805,11.3,4.9,1.4,1.2,2.6,.042
47,47,PHI,Ken Lyons,University of North Texas,,,,,,,,,,,,,,,
