Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
30,30,POR,Nikita Wilson,Louisiana State University,1,15,54,19,11,3,.304,,.833,3.6,1.3,0.7,0.2,-0.1,-0.099
31,31,DEN,Andre Moore,Loyola University of Chicago,1,10,50,24,14,6,.333,,.750,5.0,2.4,1.4,0.6,0.0,-0.013
32,32,MIL,Bob McCann,Morehead State University,5,178,2385,739,468,104,.479,.200,.577,13.4,4.2,2.6,0.6,2.0,.041
33,33,CHI,Tony White,University of Tennessee,1,49,581,261,31,59,.446,.000,.722,11.9,5.3,0.6,1.2,-0.3,-0.025
34,34,IND,Brian Rowsom,University of North Carolina at Wilmington,3,82,1092,457,273,47,.455,.667,.818,13.3,5.6,3.3,0.6,2.4,.107
35,35,HOU,Doug Lee,Purdue University,3,73,415,168,42,32,.412,.310,.700,5.7,2.3,0.6,0.4,0.7,.086
36,36,WSB,Duane Washington,Middle Tennessee State University,2,19,184,54,24,39,.383,.500,.800,9.7,2.8,1.3,2.1,0.4,.092
37,37,WSB,Derrick Dowell,University of Southern California,,,,,,,,,,,,,,,
38,38,LAC,Norris Coleman,Kansas State University,1,29,431,153,81,13,.346,.500,.556,14.9,5.3,2.8,0.4,-0.4,-0.046
39,39,PHI,Vincent Askew,University of Memphis,9,467,9361,3311,1176,1017,.479,.300,.754,20.0,7.1,2.5,2.2,22.1,.113
40,40,MIL,Winston Garland,Missouri State University,7,511,13391,4799,1433,2421,.430,.281,.830,26.2,9.4,2.8,4.7,14.2,.051
41,41,CLE,Kannard Johnson,Western Kentucky University,1,4,12,2,0,0,.333,,,3.0,0.5,0.0,0.0,-0.1,-0.238
42,42,ATL,Terence Bailey,Wagner College,,,,,,,,,,,,,,,
43,43,PHI,Andrew Kennedy,University of Virginia,,,,,,,,,,,,,,,
44,44,ATL,Terry Coner,University of Alabama,,,,,,,,,,,,,,,
45,45,BOS,Brad Lohaus,University of Iowa,11,656,10378,3854,1869,714,.440,.361,.733,15.8,5.9,2.8,1.1,15.2,.070
46,46,PHO,Bruce Dalrymple,Georgia Institute of Technology,,,,,,,,,,,,,,,
