Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
23,23,LAL,A.C. Green,Oregon State University,16,1278,36552,12331,9473,1400,.494,.254,.734,28.6,9.6,7.4,1.1,99.5,.131
24,24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,1274,35354,15586,3872,7160,.463,.386,.836,27.8,12.2,3.0,5.6,110.4,.150
25,25,POR,Mike Smrek,Canisius College,7,194,1890,554,422,49,.431,.000,.617,9.7,2.9,2.2,0.3,0.7,.018
26,26,IND,Bill Martin,Georgetown University,3,84,860,397,136,58,.449,.000,.813,10.2,4.7,1.6,0.7,0.3,.016
27,27,IND,Dwayne McClain,Villanova University,1,45,461,157,30,67,.383,.111,.514,10.2,3.5,0.7,1.5,-0.3,-0.026
28,28,CHI,Ken Johnson,Michigan State University,1,64,815,263,243,19,.528,,.435,12.7,4.1,3.8,0.3,0.8,.044
29,29,SAS,Mike Brittain,University of South Carolina,2,38,248,63,53,7,.500,,.524,6.5,1.7,1.4,0.2,-0.1,-0.011
30,30,CLE,Calvin Duncan,Virginia Commonwealth University,,,,,,,,,,,,,,,
31,31,WSB,Manute Bol,University of Bridgeport,10,624,11698,1599,2647,171,.407,.210,.561,18.7,2.6,4.2,0.3,12.3,.051
32,32,PHO,Nick Vanos,Santa Clara University,2,68,842,222,240,59,.383,.000,.561,12.4,3.3,3.5,0.9,-0.1,-0.007
33,33,PHI,Greg Stokes,University of Iowa,2,42,384,130,62,17,.445,.000,.696,9.1,3.1,1.5,0.4,0.3,.041
34,34,CHI,Aubrey Sherrod,Wichita State University,,,,,,,,,,,,,,,
35,35,SAS,Tyrone Corbin,DePaul University,16,1065,27657,9766,5046,1894,.456,.299,.791,26.0,9.2,4.7,1.8,56.5,.098
36,36,NJN,Yvon Joseph,Georgia Institute of Technology,1,1,5,2,0,0,,,1.000,5.0,2.0,0.0,0.0,0.0,.309
37,37,UTA,Carey Scurry,Long Island University,3,180,2376,847,524,192,.480,.250,.666,13.2,4.7,2.9,1.1,5.3,.107
38,38,NJN,Fernando Martin,,1,24,146,22,28,9,.290,.000,.364,6.1,0.9,1.2,0.4,-0.4,-0.144
39,39,POR,George Montgomery,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,
40,40,DAL,Mark Acres,Oral Roberts University,6,375,5982,1343,1525,180,.506,.538,.665,16.0,3.6,4.1,0.5,9.3,.075
41,41,ATL,Lorenzo Charles,North Carolina State University,1,36,273,122,39,8,.557,,.667,7.6,3.4,1.1,0.2,0.5,.086
42,42,GSW,Bobby Lee Hurt,University of Alabama,,,,,,,,,,,,,,,
43,43,DEN,Barry Stevens,Iowa State University,1,2,6,2,2,0,.500,,,3.0,1.0,1.0,0.0,0.0,.157
44,44,PHI,Voise Winters,Bradley University,1,4,17,6,3,0,.231,.000,,4.3,1.5,0.8,0.0,-0.1,-0.355
45,45,CLE,Hot Rod Williams,Tulane University,13,887,26327,9784,5998,1592,.480,.105,.726,29.7,11.0,6.8,1.8,70.5,.129
46,46,CHI,Adrian Branch,University of Maryland,4,130,1429,834,253,96,.455,.231,.744,11.0,6.4,1.9,0.7,2.1,.070
47,47,NYK,Gerald Wilkins,University of Tennessee at Chattanooga,13,900,26084,11736,2646,2697,.450,.316,.745,29.0,13.0,2.9,3.0,33.9,.062
