Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
36,36,GSW,Jermareo Davidson,University of Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000
37,37,POR,Josh McRoberts,Duke University,8,367,7289,2076,1507,770,.478,.345,.707,19.9,5.7,4.1,2.1,17.4,.115
38,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038
39,39,MIA,Stanko Barac,,,,,,,,,,,,,,,,
40,40,LAL,Sun Yue,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-0.226
41,41,MIN,Chris Richard,University of Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045
42,42,POR,Derrick Byars,Vanderbilt University,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147
43,43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,
44,44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,
45,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,
46,46,GSW,Stephane Lasme,University of Massachusetts Amherst,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041
47,47,WAS,Dominic McGuire,California State University Fresno,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037
48,48,LAL,Marc Gasol,,7,517,17399,7285,4069,1552,.509,.159,.758,33.7,14.1,7.9,3.0,58.2,.161
49,49,CHI,Aaron Gray,University of Pittsburgh,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077
50,50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,
51,51,CHI,JamesOn Curry,Oklahoma State University,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,
52,52,POR,Taurean Green,University of Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-0.066
53,53,POR,Demetris Nichols,Syracuse University,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-0.203
54,54,HOU,Brad Newley,,,,,,,,,,,,,,,,
55,55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,
56,56,MIL,Ramon Sessions,University of Nevada Reno,8,531,13249,5883,1526,2362,.434,.312,.797,25.0,11.1,2.9,4.4,23.8,.086
57,57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,
58,58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,,
59,59,PHO,D.J. Strawberry,University of Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-0.031
60,60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,,
