Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
28,28,MEM,Donte Greene,Syracuse University,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017
29,29,DET,D.J. White,Indiana University,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087
30,30,BOS,J.R. Giddens,University of New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027
31,31,MIN,Nikola Pekovic,,5,259,6588,3351,1786,188,.521,,.759,25.4,12.9,6.9,0.7,18.8,.137
32,32,SEA,Walter Sharpe,University of Alabama at Birmingham,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-0.131
33,33,POR,Joey Dorsey,University of Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092
34,34,MIN,Mario Chalmers,University of Kansas,7,519,14451,4608,1271,1985,.422,.362,.775,27.8,8.9,2.4,3.8,27.9,.093
35,35,LAC,DeAndre Jordan,Texas A&amp;M University,7,515,13453,4142,4644,254,.664,.125,.417,26.1,8.0,9.0,0.5,43.6,.155
36,36,POR,Omer Asik,,5,354,7374,2103,2738,236,.531,.000,.553,20.8,5.9,7.7,0.7,18.2,.119
37,37,MIL,Luc Mbah a Moute,University of California Los Angeles,7,466,11327,3180,2264,462,.444,.299,.665,24.3,6.8,4.9,1.0,18.5,.078
38,38,CHA,Kyle Weaver,Washington State University,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051
39,39,CHI,Sonny Weems,University of Arkansas,3,140,2836,1082,349,208,.474,.241,.717,20.3,7.7,2.5,1.5,0.6,.010
40,40,NJN,Chris Douglas-Roberts,University of Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059
41,41,IND,Nathan Jawai,,2,45,431,126,106,24,.435,.000,.684,9.6,2.8,2.4,0.5,0.2,.020
42,42,SAC,Sean Singletary,University of Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006
43,43,SAC,Patrick Ewing,Georgetown University,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-0.158
44,44,UTA,Ante Tomic,,,,,,,,,,,,,,,,
45,45,SAS,Goran Dragic,,7,502,13045,6130,1341,2273,.470,.361,.751,26.0,12.2,2.7,4.5,31.9,.117
46,46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,
47,47,WAS,Bill Walker,Kansas State University,5,181,3016,1079,401,153,.446,.369,.760,16.7,6.0,2.2,0.8,5.0,.079
48,48,PHO,Malik Hairston,University of Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086
49,49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,
50,50,SEA,DeVon Hardin,University of California,,,,,,,,,,,,,,,
51,51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,
52,52,MIA,Darnell Jackson,University of Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059
53,53,UTA,Tadija Dragicevic,,,,,,,,,,,,,,,,
54,54,HOU,Maarty Leunen,University of Oregon,,,,,,,,,,,,,,,
55,55,POR,Mike Taylor,Iowa State University,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-0.028
56,56,SEA,Sasha Kaun,University of Kansas,,,,,,,,,,,,,,,
57,57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,
58,58,LAL,Joe Crawford,University of Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037
59,59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,
60,60,BOS,Semih Erden,,2,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094
