Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
36,36,PHO,Charles Jones,University of Louisville,4,201,3009,1015,758,206,.493,.111,.611,15.0,5.0,3.8,1.0,4.5,.072
37,37,CHI,Ben Coleman,University of Maryland,5,227,3612,1494,928,128,.516,.000,.759,15.9,6.6,4.1,0.6,5.0,.067
38,38,DAL,Charlie Sitton,Oregon State University,1,43,304,91,60,26,.415,.000,.520,7.1,2.1,1.4,0.6,0.1,.008
39,39,SEA,Danny Young,Wake Forest University,10,574,9536,2622,709,1674,.437,.327,.835,16.6,4.6,1.2,2.9,20.2,.101
40,40,DAL,Anthony Teachey,Wake Forest University,,,,,,,,,,,,,,,
41,41,DAL,Tom Sluby,University of Notre Dame,1,31,151,73,12,16,.517,.000,.619,4.9,2.4,0.4,0.5,0.2,.052
42,42,DEN,Willie White,University of Tennessee at Chattanooga,2,82,577,302,80,82,.432,.313,.741,7.0,3.7,1.0,1.0,0.3,.028
43,43,CHI,Greg Wiltjer,Oregon State University,,,,,,,,,,,,,,,
44,44,WSB,Fred Reynolds,University of Texas at El Paso,,,,,,,,,,,,,,,
45,45,GSW,Gary Plummer,Boston University,2,126,1439,531,307,66,.430,.143,.717,11.4,4.2,2.4,0.5,0.2,.006
46,46,POR,Jerome Kersey,Longwood University,17,1153,28115,11825,6339,2134,.465,.201,.690,24.4,10.3,5.5,1.9,69.5,.119
47,47,BOS,Ronnie Williams,University of Florida,,,,,,,,,,,,,,,
