,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
11,2.8,.458,6.0,0.3,.263,1.1,1.7,32,0.3,andersh01,3.6,3.0,.429,7.1,0.7,.722,1.0,48,1,NBA,638,1.0,4.2,7.1,SF,1.0,2005-06,1.4,4.6,MIA
0,8.4,.503,16.6,0.1,.190,0.3,4.9,22,0.8,anderwi01,3.5,8.4,.498,16.9,2.9,.775,3.8,81,79,NBA,2738,2.0,3.9,19.8,SF,2.0,1988-89,3.4,5.5,SAS
1,6.8,.497,13.6,0.1,.269,0.3,4.7,23,0.7,anderwi01,3.3,6.9,.492,14.0,2.8,.748,3.7,82,81,NBA,2788,1.5,3.3,16.6,SG,1.4,1989-90,2.6,4.8,SAS
2,6.2,.467,13.3,0.1,.200,0.5,5.0,24,0.6,anderwi01,3.9,6.3,.457,13.8,2.4,.798,3.0,75,75,NBA,2592,0.9,3.1,15.0,SG,1.1,1990-91,2.3,4.9,SAS
3,5.7,.475,12.0,0.2,.232,1.1,5.8,25,1.0,anderwi01,4.5,5.9,.455,13.1,2.0,.775,2.6,57,55,NBA,1889,1.2,2.9,14.2,SG,1.0,1991-92,2.7,5.7,SAS
4,5.1,.444,11.4,0.1,.125,0.5,5.1,26,0.4,anderwi01,3.2,5.1,.430,12.0,1.4,.786,1.8,38,7,NBA,560,0.5,3.3,11.8,SG,0.9,1992-93,2.8,3.7,SAS
5,5.4,.484,11.1,0.3,.324,1.0,5.0,27,0.7,anderwi01,2.5,5.7,.471,12.1,2.1,.848,2.5,80,79,NBA,2488,1.0,2.7,13.8,SG,1.0,1993-94,2.2,3.5,SAS
6,4.7,.510,9.3,0.2,.158,1.2,3.4,28,0.6,anderwi01,2.6,4.9,.469,10.5,1.9,.732,2.7,38,11,NBA,556,1.0,4.6,12.0,SG,1.7,1994-95,2.5,3.6,SAS
7,4.4,.470,9.4,0.6,.283,2.1,3.4,29,1.0,anderwi01,3.5,5.0,.436,11.5,2.3,.810,2.8,76,44,NBA,2060,0.8,4.0,13.0,SG,1.3,1995-96,2.5,4.3,TOT
8,4.7,.470,9.9,0.7,.305,2.2,3.4,29,1.2,anderwi01,3.5,5.3,.440,12.1,2.6,.856,3.0,49,42,NBA,1564,0.8,3.9,13.9,SG,1.3,1995-96,2.7,4.3,TOR
9,3.7,.472,7.8,0.4,.200,1.8,3.5,29,0.6,anderwi01,3.4,4.1,.421,9.7,1.4,.613,2.3,27,2,NBA,496,0.9,4.3,9.9,SG,1.2,1995-96,1.7,4.4,NYK
10,2.5,.467,5.3,1.0,.421,2.3,4.0,30,0.5,anderwi01,3.2,3.4,.453,7.6,2.0,.850,2.4,28,1,NBA,303,1.8,4.3,9.9,SG,1.7,1996-97,2.3,5.0,MIA
0,,,,,,,0.9,24,,anderwa01,,6.3,.392,16.2,2.8,.630,4.5,44,,NBA,370,,4.6,15.5,SF,,1969-70,,8.0,CIN
0,0.0,.000,4.0,0.0,,0.0,0.0,19,0.0,andrima01,12.0,0.0,.000,4.0,0.0,,0.0,6,0,NBA,9,4.0,4.0,0.0,C,8.0,2005-06,0.0,16.0,CLE
0,,,,,,,0.0,24,,anieldo01,,0.0,.000,14.4,10.8,.750,14.4,1,,NBA,10,,0.0,10.8,,,1954-55,,7.2,NYK
0,6.8,.497,13.7,0.0,,0.0,1.2,22,0.5,anslemi01,5.2,6.8,.497,13.7,4.8,.722,6.7,72,5,NBA,1221,5.5,4.5,18.5,SF,0.7,1989-90,1.5,10.7,ORL
1,5.9,.548,10.8,0.0,,0.0,1.0,23,0.3,anslemi01,5.4,5.9,.548,10.8,3.7,.717,5.2,67,1,NBA,877,5.0,5.1,15.6,SF,1.1,1990-91,1.3,10.4,ORL
2,6.4,.444,14.4,0.0,,0.0,1.6,24,0.0,anslemi01,3.2,6.4,.444,14.4,4.0,.833,4.8,10,0,NBA,45,1.6,5.6,16.8,SF,0.0,1991-92,2.4,4.8,TOT
3,5.6,.455,12.4,0.0,,0.0,2.3,24,0.0,anslemi01,2.3,5.6,.455,12.4,5.6,.833,6.8,8,0,NBA,32,2.3,6.8,16.9,SF,0.0,1991-92,3.4,4.5,PHI
4,8.3,.429,19.4,0.0,,0.0,0.0,24,0.0,anslemi01,5.5,8.3,.429,19.4,0.0,,0.0,2,0,NBA,13,0.0,2.8,16.6,SF,0.0,1991-92,0.0,5.5,CHH
0,4.7,.414,11.4,0.2,.188,0.8,1.9,23,1.4,anstech01,5.5,4.9,.398,12.2,2.8,.716,3.9,41,8,NBA,680,2.8,5.0,12.7,C,1.6,1997-98,2.2,8.3,DAL
1,3.8,.379,10.1,0.0,.000,0.5,2.1,24,1.0,anstech01,4.7,3.8,.360,10.6,2.6,.708,3.7,41,4,NBA,470,2.7,7.5,10.3,C,1.4,1998-99,2.0,7.4,DAL
2,5.7,.447,12.8,0.0,.167,0.2,2.3,25,0.9,anstech01,6.8,5.8,.442,13.0,4.1,.789,5.3,73,11,NBA,1007,3.2,6.4,15.7,C,1.0,1999-00,2.9,10.0,CHI
0,2.5,.440,5.7,0.8,.347,2.2,2.8,19,1.2,antetgi01,5.0,3.3,.414,7.9,2.6,.683,3.8,77,23,NBA,1897,1.5,3.3,10.0,SF,1.1,2013-14,2.3,6.4,MIL
1,5.3,.511,10.4,0.1,.159,0.6,2.9,20,1.2,antetgi01,6.3,5.4,.491,11.1,3.6,.741,4.9,81,71,NBA,2541,1.4,3.6,14.6,SG,1.0,2014-15,2.5,7.7,MIL
2,6.2,.537,11.5,0.4,.257,1.4,4.4,21,1.4,antetgi01,6.4,6.5,.506,12.9,3.8,.724,5.2,80,79,NBA,2823,1.4,3.3,17.2,PG,1.2,2015-16,2.7,7.8,MIL
3,7.7,.563,13.7,0.6,.272,2.3,5.5,22,1.9,antetgi01,7.1,8.3,.521,15.9,6.0,.770,7.7,80,80,NBA,2845,1.8,3.1,23.2,SF,1.7,2016-17,3.0,8.9,MIL
0,18.0,1.000,18.0,0.0,.000,6.0,0.0,23,0.0,antetth01,6.0,18.0,.750,24.0,0.0,,0.0,2,0,NBA,6,0.0,12.0,36.0,SF,0.0,2015-16,0.0,6.0,NYK
0,6.7,.444,15.0,0.8,.322,2.6,2.7,19,0.5,anthoca01,3.8,7.5,.426,17.6,4.9,.777,6.3,82,82,NBA,2995,2.2,2.7,20.7,SF,1.2,2003-04,3.0,6.0,DEN
1,6.7,.455,14.8,0.6,.266,2.2,2.7,20,0.4,anthoca01,3.9,7.3,.431,17.0,6.3,.796,7.9,75,75,NBA,2608,1.9,3.2,21.5,SF,0.9,2004-05,3.1,5.9,DEN
2,8.8,.506,17.4,0.5,.243,1.9,2.6,21,0.5,anthoca01,3.3,9.3,.481,19.2,7.0,.808,8.7,80,80,NBA,2941,1.5,2.8,26.0,SF,1.1,2005-06,2.7,4.8,DEN
3,9.4,.499,18.9,0.6,.268,2.2,3.6,22,0.3,anthoca01,3.6,10.0,.476,21.0,6.6,.808,8.2,65,65,NBA,2486,2.1,2.9,27.2,SF,1.1,2006-07,3.4,5.7,DEN
4,8.6,.509,16.9,0.7,.354,2.1,3.3,23,0.5,anthoca01,5.0,9.3,.492,19.0,6.0,.786,7.6,77,77,NBA,2806,2.3,3.2,25.4,SF,1.3,2007-08,3.2,7.3,DEN
5,7.5,.455,16.4,1.0,.371,2.7,3.5,24,0.4,anthoca01,5.4,8.5,.443,19.1,5.9,.793,7.4,66,66,NBA,2277,1.7,3.1,23.8,SF,1.2,2008-09,3.1,7.1,DEN
6,8.6,.478,18.0,0.8,.316,2.6,3.0,25,0.4,anthoca01,4.1,9.4,.458,20.5,6.9,.830,8.4,69,69,NBA,2634,2.1,3.1,26.6,SF,1.2,2009-10,2.9,6.2,DEN
7,7.7,.470,16.4,1.2,.378,3.3,2.9,26,0.6,anthoca01,5.8,9.0,.455,19.7,6.6,.838,7.9,77,77,NBA,2751,1.5,2.9,25.8,SF,0.9,2010-11,2.7,7.4,TOT
8,8.0,.470,17.1,0.9,.333,2.6,2.8,26,0.6,anthoca01,6.2,8.9,.452,19.6,7.0,.823,8.5,50,50,NBA,1774,1.6,2.7,25.5,SF,0.9,2010-11,2.9,7.8,DEN
9,7.1,.472,15.1,2.0,.424,4.6,3.0,26,0.6,anthoca01,5.2,9.1,.461,19.8,6.0,.872,6.9,27,27,NBA,977,1.5,3.3,26.2,SF,0.9,2010-11,2.4,6.7,NYK
10,7.2,.454,15.8,1.3,.335,3.9,3.8,27,0.5,anthoca01,4.9,8.5,.430,19.7,5.7,.804,7.0,55,55,NBA,1876,1.7,3.0,23.9,SF,1.2,2011-12,2.8,6.6,NYK
11,7.4,.476,15.6,2.3,.379,6.0,2.5,28,0.5,anthoca01,4.7,9.7,.449,21.6,6.2,.830,7.4,67,67,NBA,2482,1.9,3.0,27.8,PF,0.8,2012-13,2.5,6.7,NYK
12,7.0,.469,14.8,2.0,.402,5.0,2.9,29,0.6,anthoca01,5.8,9.0,.452,19.8,5.5,.848,6.5,77,77,NBA,2982,1.8,2.7,25.5,PF,1.1,2013-14,2.4,7.5,NYK
13,7.5,.474,15.8,1.5,.341,4.5,3.1,30,0.4,anthoca01,4.8,9.0,.444,20.3,4.8,.797,6.0,40,40,NBA,1428,1.8,2.2,24.4,SF,1.0,2014-15,2.2,6.7,NYK
14,6.6,.463,14.2,1.5,.339,4.4,4.3,31,0.5,anthoca01,6.5,8.1,.434,18.6,4.8,.829,5.7,72,72,NBA,2530,1.4,2.6,22.4,SF,0.9,2015-16,2.5,7.9,NYK
15,6.4,.466,13.7,2.1,.359,6.0,3.0,32,0.5,anthoca01,5.3,8.5,.433,19.7,4.3,.833,5.2,74,74,NBA,2538,0.9,2.8,23.5,SF,0.9,2016-17,2.2,6.2,NYK
0,3.6,.403,9.1,0.2,.145,1.3,7.5,24,0.2,anthogr01,2.5,3.8,.370,10.4,2.8,.741,3.8,82,1,NBA,1510,0.8,4.1,10.7,PG,1.4,1991-92,2.3,3.2,NYK
1,3.6,.437,8.2,0.1,.133,0.6,8.4,25,0.3,anthogr01,2.7,3.7,.415,8.9,2.3,.673,3.4,70,35,NBA,1699,0.9,3.0,9.7,PG,2.4,1992-93,2.2,3.6,NYK
2,3.2,.431,7.4,0.9,.300,2.9,6.6,26,0.2,anthogr01,2.6,4.1,.394,10.3,2.3,.774,3.0,80,36,NBA,1994,0.8,2.9,11.3,PG,2.1,1993-94,2.3,3.4,NYK
3,2.7,.522,5.3,2.1,.361,5.9,6.1,27,0.3,anthogr01,2.2,4.9,.437,11.2,2.3,.789,2.9,61,2,NBA,943,0.3,3.8,14.2,PG,1.9,1994-95,2.2,2.4,NYK
4,4.0,.459,8.8,1.5,.332,4.7,8.2,28,0.2,anthogr01,2.5,5.6,.415,13.4,3.9,.771,5.1,69,68,NBA,2096,0.5,2.4,16.6,PG,2.0,1995-96,2.7,3.0,VAN
5,2.1,.413,5.2,1.7,.370,4.6,7.9,29,0.1,anthogr01,3.1,3.8,.393,9.8,2.5,.730,3.4,65,44,NBA,1863,0.5,2.4,11.9,PG,2.5,1996-97,2.5,3.6,VAN
6,3.0,.442,6.7,2.3,.415,5.6,7.2,30,0.1,anthogr01,3.3,5.3,.430,12.3,1.9,.663,2.8,80,0,NBA,1021,0.6,3.4,14.8,PG,2.3,1997-98,3.2,3.9,SEA
7,2.5,.437,5.6,2.2,.392,5.6,4.5,31,0.1,anthogr01,2.2,4.6,.414,11.2,2.8,.697,4.0,50,0,NBA,806,0.6,3.3,14.2,PG,2.9,1998-99,2.5,2.8,POR
8,1.9,.443,4.3,2.0,.378,5.4,4.8,32,0.2,anthogr01,2.7,3.9,.406,9.7,2.0,.772,2.7,82,3,NBA,1548,0.4,3.3,12.0,PG,1.4,1999-00,2.0,3.1,POR
9,1.3,.340,4.0,2.7,.409,6.7,3.4,33,0.1,anthogr01,1.7,4.1,.383,10.6,1.0,.657,1.5,58,0,NBA,856,0.9,2.6,11.9,PG,1.7,2000-01,1.8,2.6,POR
10,3.2,.433,7.4,1.1,.294,3.9,6.7,34,0.1,anthogr01,2.6,4.4,.385,11.3,1.4,.659,2.2,60,38,NBA,1514,0.5,2.7,11.3,PG,1.8,2001-02,2.2,3.1,TOT
11,3.1,.426,7.4,1.1,.322,3.4,7.6,34,0.1,anthogr01,2.7,4.2,.394,10.8,1.8,.671,2.6,36,35,NBA,961,0.6,2.7,11.3,PG,1.8,2001-02,2.2,3.3,CHI
12,3.3,.443,7.5,1.2,.260,4.8,5.1,34,0.1,anthogr01,2.5,4.6,.372,12.2,0.8,.619,1.4,24,3,NBA,553,0.4,2.7,11.2,PG,1.8,2001-02,2.3,2.9,MIL
0,2.0,.467,4.3,0.0,,0.0,0.2,25,2.2,anthojo01,4.0,2.0,.467,4.3,2.1,.592,3.5,24,1,NBA,498,2.7,4.0,6.1,PF,0.7,2007-08,1.2,6.7,MIA
1,2.0,.483,4.1,0.0,,0.0,0.9,26,3.2,anthojo01,3.7,2.0,.483,4.1,1.0,.652,1.6,65,28,NBA,1048,3.1,4.8,4.9,C,0.7,2008-09,1.4,6.8,MIA
2,2.1,.478,4.3,0.0,,0.0,0.3,27,3.0,anthojo01,3.4,2.1,.478,4.3,1.8,.717,2.5,80,16,NBA,1322,3.3,4.3,5.9,C,0.5,2009-10,1.2,6.8,MIA
3,1.3,.535,2.4,0.0,,0.0,0.6,28,2.3,anthojo01,4.0,1.3,.535,2.4,1.2,.644,1.8,75,11,NBA,1463,2.6,4.8,3.8,C,0.2,2010-11,0.9,6.5,MIA
4,2.3,.559,4.1,0.0,,0.0,0.2,29,2.2,anthojo01,4.0,2.3,.559,4.1,1.3,.690,1.9,64,51,NBA,1349,2.7,3.4,5.8,C,1.0,2011-12,1.2,6.7,MIA
5,2.2,.515,4.3,0.0,,0.0,0.8,30,2.7,anthojo01,4.5,2.2,.515,4.3,1.1,.607,1.8,62,3,NBA,566,2.9,3.1,5.5,C,0.8,2012-13,1.4,7.3,MIA
6,2.3,.375,6.2,0.0,,0.0,0.4,31,2.3,anthojo01,4.5,2.3,.375,6.2,0.8,.500,1.5,33,0,NBA,186,2.9,3.3,5.4,C,0.6,2013-14,0.6,7.4,TOT
7,1.9,.333,5.8,0.0,,0.0,0.0,31,3.9,anthojo01,4.9,1.9,.333,5.8,1.9,1.000,1.9,12,0,NBA,37,1.9,3.9,5.8,C,0.0,2013-14,1.0,6.8,MIA
8,2.4,.385,6.3,0.0,,0.0,0.5,31,1.9,anthojo01,4.3,2.4,.385,6.3,0.5,.333,1.4,21,0,NBA,149,3.1,3.1,5.3,C,0.7,2013-14,0.5,7.5,BOS
9,3.2,.581,5.5,0.0,,0.0,0.4,32,4.3,anthojo01,5.4,3.2,.581,5.5,1.3,.682,2.0,49,0,NBA,406,2.8,4.9,7.7,C,1.1,2014-15,1.1,8.2,DET
10,2.3,.600,3.7,0.0,,0.0,0.4,33,4.5,anthojo01,4.9,2.3,.600,3.7,2.3,.750,3.0,19,0,NBA,96,3.0,5.6,6.8,C,0.7,2015-16,0.7,7.9,DET
11,3.0,.625,4.7,0.0,,0.0,0.9,34,1.8,anthojo01,6.8,3.0,.625,4.7,1.5,.625,2.4,19,0,NBA,122,2.4,3.2,7.4,C,0.6,2016-17,1.2,9.1,SAS
0,2.6,.545,4.8,2.2,.327,6.7,2.3,31,0.5,anticpe01,5.9,4.8,.418,11.4,1.9,.758,2.6,50,26,NBA,925,2.2,4.9,13.7,C,0.7,2013-14,2.1,8.1,ATL
1,1.9,.455,4.3,1.8,.301,6.0,1.7,32,0.5,anticpe01,4.5,3.7,.365,10.3,3.1,.715,4.3,63,3,NBA,1037,2.0,4.6,12.4,C,0.6,2014-15,1.7,6.6,ATL
0,2.7,.400,6.7,0.0,.000,4.0,1.3,23,0.0,applike01,1.3,2.7,.250,10.7,2.7,1.000,2.7,5,0,NBA,27,0.0,6.7,8.0,PG,1.3,2015-16,4.0,1.3,ORL
0,3.7,.436,8.4,0.0,.333,0.1,0.8,24,0.4,araujra01,6.2,3.7,.434,8.6,2.1,.782,2.7,59,41,NBA,736,2.9,7.7,9.6,C,1.0,2004-05,2.5,9.0,TOR
1,3.2,.368,8.6,0.0,.000,0.1,0.9,25,0.4,araujra01,6.0,3.2,.366,8.7,0.9,.536,1.7,52,34,NBA,601,2.6,6.2,7.2,C,1.4,2005-06,2.5,8.6,TOR
2,3.9,.415,9.4,0.0,,0.0,1.5,26,0.3,araujra01,6.4,3.9,.415,9.4,2.6,.621,4.2,28,0,NBA,248,3.2,5.7,10.5,C,0.9,2006-07,2.5,9.6,UTA
0,,,,,,,1.3,25,,arcenst01,,7.2,.393,18.3,2.0,.462,4.3,7,,NBA,110,,3.3,16.4,,,1961-62,,10.5,STL
0,3.0,.300,10.0,0.0,,0.0,1.5,22,1.5,archiro01,5.5,3.0,.300,10.0,3.5,.389,9.0,12,0,NBA,72,3.0,4.5,9.5,PF,0.0,2002-03,3.5,8.5,MEM
1,1.3,.273,4.6,0.0,,0.0,1.8,23,0.4,archiro01,4.4,1.3,.273,4.6,2.0,.452,4.4,32,3,NBA,256,3.0,7.0,4.5,C-PF,2.0,2003-04,1.4,7.3,TOT
2,0.0,.000,6.0,0.0,,0.0,6.0,23,0.0,archiro01,6.0,0.0,.000,6.0,6.0,.500,12.0,1,0,NBA,6,0.0,6.0,6.0,PF,0.0,2003-04,6.0,6.0,PHO
3,9.0,.500,18.0,0.0,,0.0,0.0,23,0.0,archiro01,9.0,9.0,.500,18.0,0.0,.000,18.0,1,0,NBA,4,0.0,0.0,18.0,PF,9.0,2003-04,0.0,9.0,ORL
4,1.2,.267,4.4,0.0,,0.0,1.8,23,0.4,archiro01,4.2,1.2,.267,4.4,1.9,.481,4.0,30,3,NBA,246,3.1,7.2,4.2,C,1.9,2003-04,1.3,7.3,TOR
0,6.1,.444,13.7,,,,5.7,22,,architi01,,6.1,.444,13.7,4.2,.757,5.6,82,,NBA,2867,,2.7,16.4,PG,,1970-71,,3.0,CIN
1,8.1,.486,16.6,,,,7.7,23,,architi01,,8.1,.486,16.6,7.4,.822,9.1,76,,NBA,3272,,2.2,23.6,PG,,1971-72,,2.4,CIN
2,10.1,.488,20.6,,,,8.9,24,,architi01,,10.1,.488,20.6,6.5,.847,7.7,80,,NBA,3681,,2.0,26.6,PG,,1972-73,,2.2,KCO
3,6.3,.451,13.9,,,,7.5,25,0.2,architi01,1.8,6.3,.451,13.9,4.9,.820,6.0,35,,NBA,1272,0.6,2.2,17.5,PG,1.6,1973-74,,2.4,KCO
4,8.4,.456,18.5,,,,6.2,26,0.1,architi01,1.9,8.4,.456,18.5,7.2,.872,8.3,82,,NBA,3244,0.5,2.1,24.1,PG,1.3,1974-75,,2.5,KCO
5,8.1,.453,17.9,,,,7.0,27,0.2,architi01,1.7,8.1,.453,17.9,5.7,.802,7.1,78,,NBA,3184,0.8,1.9,21.9,PG,1.4,1975-76,,2.4,KCK
6,7.0,.446,15.8,,,,7.2,28,0.3,architi01,1.6,7.0,.446,15.8,5.6,.785,7.1,34,,NBA,1277,0.6,2.2,19.6,PG,1.7,1976-77,,2.3,NYN
7,5.6,.452,12.4,,,,7.0,30,0.1,architi01,1.7,5.6,.452,12.4,5.2,.788,6.6,69,,NBA,1662,0.5,2.9,16.5,PG,1.2,1978-79,4.3,2.2,BOS
8,4.8,.488,9.8,0.1,.222,0.2,8.4,31,0.1,architi01,1.7,4.8,.482,10.0,4.5,.830,5.5,80,80,NBA,2864,0.7,2.7,14.2,PG,1.3,1979-80,3.0,2.5,BOS
9,4.9,.505,9.7,0.0,.000,0.1,7.9,32,0.2,architi01,1.8,4.9,.499,9.8,4.4,.816,5.3,80,72,NBA,2820,0.5,2.6,14.1,PG,1.0,1980-81,3.4,2.2,BOS
10,5.0,.475,10.6,0.1,.375,0.3,9.0,33,0.0,architi01,1.5,5.1,.472,10.8,3.9,.747,5.2,68,51,NBA,2167,0.4,2.2,14.3,PG,0.9,1981-82,3.0,1.9,BOS
11,4.6,.435,10.5,0.1,.208,0.5,8.1,34,0.1,architi01,1.3,4.7,.425,11.0,4.4,.743,5.9,66,19,NBA,1811,0.5,2.2,13.8,PG,0.8,1982-83,3.2,1.8,BOS
12,4.6,.506,9.1,0.1,.222,0.6,5.5,35,0.0,architi01,2.1,4.7,.487,9.7,2.2,.634,3.5,46,46,NBA,1038,0.6,2.7,11.8,PG,1.1,1983-84,2.7,2.6,MIL
0,6.1,.459,13.3,0.0,.000,0.1,1.4,22,,ardji01,7.9,6.1,.455,13.4,2.8,.598,4.6,73,,ABA,1027,3.9,4.2,15.0,C,,1970-71,3.8,11.8,NYA
1,4.9,.455,10.8,0.1,.250,0.3,1.1,23,,ardji01,7.7,5.0,.450,11.1,2.4,.606,4.0,71,,ABA,1145,3.9,4.7,12.5,C,,1971-72,3.1,11.6,NYA
2,4.5,.390,11.5,0.0,.000,0.3,1.2,24,,ardji01,8.5,4.5,.379,11.8,2.9,.680,4.2,42,,ABA,426,4.1,4.2,11.8,C,,1972-73,2.5,12.5,NYA
3,4.6,.395,11.6,0.1,1.000,0.1,2.9,25,1.8,ardji01,8.0,4.7,.402,11.8,2.9,.784,3.7,27,,ABA,502,3.4,3.2,12.5,C,1.1,1973-74,3.0,11.4,MMT
4,4.5,.335,13.3,,,,2.0,26,1.6,ardji01,7.0,4.5,.335,13.3,2.4,.738,3.3,59,,NBA,719,3.0,4.8,11.3,C,0.7,1974-75,,10.0,BOS
5,4.5,.364,12.4,,,,2.0,27,1.5,ardji01,8.1,4.5,.364,12.4,3.0,.710,4.2,81,,NBA,853,4.1,6.0,12.0,C,0.5,1975-76,,12.2,BOS
6,3.6,.378,9.4,,,,2.0,28,1.0,ardji01,8.1,3.6,.378,9.4,1.8,.645,2.8,63,,NBA,969,2.9,4.8,9.0,C,0.7,1976-77,,11.0,BOS
7,2.3,.471,4.9,,,,2.3,29,0.0,ardji01,7.8,2.3,.471,4.9,0.9,.600,1.4,15,,NBA,125,2.6,5.5,5.5,C,0.0,1977-78,4.0,10.4,TOT
8,0.0,.000,4.0,,,,4.0,29,0.0,ardji01,12.0,0.0,.000,4.0,4.0,.500,8.0,1,,NBA,9,4.0,4.0,4.0,C,0.0,1977-78,0.0,16.0,BOS
9,2.5,.500,5.0,,,,2.2,29,0.0,ardji01,7.4,2.5,.500,5.0,0.6,.667,0.9,14,,NBA,116,2.5,5.6,5.6,C,0.0,1977-78,4.3,9.9,CHI
0,4.2,.498,8.4,1.2,.345,3.5,5.4,20,0.3,arenagi01,2.8,5.4,.453,12.0,3.9,.775,5.0,47,30,NBA,1155,1.3,3.6,15.9,PG,2.2,2001-02,3.0,4.1,GSW
1,5.0,.461,10.9,1.4,.348,3.9,6.5,21,0.2,arenagi01,3.6,6.4,.431,14.8,4.6,.791,5.9,82,82,NBA,2866,1.2,3.3,18.8,PG,1.6,2002-03,3.6,4.8,GSW
2,4.1,.401,10.1,2.2,.375,5.8,4.8,22,0.2,arenagi01,3.5,6.2,.392,15.9,4.1,.748,5.5,55,52,NBA,2066,1.0,3.1,18.8,PG,1.8,2003-04,3.9,4.4,WAS
3,5.0,.469,10.6,2.3,.365,6.2,4.5,23,0.3,arenagi01,3.2,7.2,.431,16.7,5.7,.814,7.0,80,80,NBA,3274,0.9,2.7,22.4,PG,1.5,2004-05,2.7,4.2,WAS
4,5.8,.485,12.0,2.1,.369,5.7,5.1,24,0.3,arenagi01,2.4,7.9,.447,17.7,7.0,.820,8.5,80,80,NBA,3384,0.6,3.0,25.0,PG,1.7,2005-06,3.2,3.0,WAS
5,5.4,.459,11.8,2.5,.351,7.1,5.4,25,0.2,arenagi01,3.4,7.9,.418,18.9,7.4,.844,8.8,74,73,NBA,2942,0.7,3.0,25.8,PG,1.7,2006-07,2.9,4.1,WAS
6,4.7,.475,10.0,1.9,.282,6.6,5.6,26,0.1,arenagi01,3.8,6.6,.398,16.6,6.3,.771,8.1,13,8,NBA,425,0.5,2.5,21.3,PG,1.9,2007-08,4.2,4.3,WAS
7,2.3,.250,9.1,1.1,.286,4.0,11.4,27,0.6,arenagi01,4.6,3.4,.261,13.1,6.9,.750,9.1,2,2,NBA,63,0.6,2.3,14.9,PG,0.0,2008-09,0.6,5.1,WAS
8,5.9,.437,13.4,1.9,.348,5.6,7.1,28,0.3,arenagi01,3.6,7.8,.411,19.0,4.7,.739,6.4,32,32,NBA,1169,0.5,2.9,22.2,PG,1.3,2009-10,3.6,4.1,WAS
9,3.4,.423,8.2,1.9,.297,6.6,5.5,29,0.4,arenagi01,3.3,5.4,.366,14.7,2.4,.784,3.1,70,16,NBA,1796,0.4,3.8,15.1,PG,1.5,2010-11,3.5,3.8,TOT
10,4.1,.449,9.2,2.3,.324,7.2,5.8,29,0.6,arenagi01,3.2,6.4,.394,16.4,2.8,.836,3.3,21,14,NBA,726,0.3,3.8,18.0,PG,1.5,2010-11,3.5,3.5,WAS
11,3.0,.401,7.5,1.7,.275,6.1,5.3,29,0.3,arenagi01,3.5,4.7,.344,13.6,2.2,.744,2.9,49,2,NBA,1070,0.5,3.8,13.2,PG,1.5,2010-11,3.6,4.0,ORL
12,2.2,.520,4.3,2.2,.333,6.7,3.1,30,0.2,arenagi01,2.7,4.4,.406,10.9,1.2,.700,1.7,17,0,NBA,211,0.3,6.0,12.3,PG,1.9,2011-12,2.0,3.1,MEM
0,4.4,.449,9.8,0.1,.231,0.3,2.2,19,0.5,arizatr01,4.0,4.5,.442,10.1,3.2,.695,4.5,80,12,NBA,1382,2.3,3.9,12.2,SF,1.8,2004-05,1.9,6.3,NYK
1,3.3,.416,8.0,0.0,.200,0.2,2.2,20,0.4,arizatr01,5.0,3.4,.412,8.1,2.8,.606,4.6,57,10,NBA,999,2.8,3.6,9.5,SF,2.1,2005-06,2.2,7.9,TOT
2,3.0,.420,7.3,0.1,.333,0.2,2.3,20,0.5,arizatr01,4.5,3.1,.418,7.4,2.1,.545,3.9,36,10,NBA,709,2.5,4.0,8.4,SF,2.2,2005-06,2.3,7.0,NYK
3,4.0,.410,9.7,0.0,.000,0.2,1.9,20,0.2,arizatr01,6.5,4.0,.400,9.9,4.3,.700,6.2,21,0,NBA,290,3.6,2.7,12.3,SF,1.7,2005-06,2.0,10.1,ORL
4,5.6,.549,10.3,0.0,.000,0.2,1.8,21,0.5,arizatr01,4.3,5.6,.539,10.5,3.0,.620,4.8,57,7,NBA,1278,2.8,3.8,14.3,SG,1.7,2006-07,2.4,7.0,ORL
5,4.2,.542,7.8,0.3,.278,1.2,2.9,22,0.7,arizatr01,5.1,4.5,.507,9.0,3.2,.653,4.9,35,3,NBA,546,2.0,3.0,12.7,SF,2.0,2007-08,1.5,7.1,TOT
6,4.4,.500,8.8,0.0,.000,0.9,2.5,22,0.9,arizatr01,5.9,4.4,.452,9.7,2.5,.533,4.7,11,0,NBA,115,1.6,2.8,11.3,SF,1.6,2007-08,1.6,7.5,ORL
7,4.2,.556,7.5,0.4,.333,1.3,3.0,22,0.7,arizatr01,4.9,4.6,.524,8.8,3.4,.683,5.0,24,3,NBA,431,2.1,3.0,13.0,SF,2.2,2007-08,1.5,7.0,LAL
8,3.8,.526,7.3,1.1,.319,3.4,2.6,23,0.4,arizatr01,4.3,4.9,.460,10.7,2.2,.710,3.0,82,20,NBA,1999,2.0,3.0,13.1,SF,2.5,2008-09,1.6,6.3,LAL
9,3.5,.436,8.1,1.9,.334,5.6,3.8,24,0.5,arizatr01,4.5,5.4,.394,13.7,2.0,.649,3.1,72,71,NBA,2629,1.1,2.2,14.7,SF,1.7,2009-10,2.2,5.5,HOU
