,3PAr,AST%,Age,BLK%,BPM,BR_player_id,DBPM,DRB%,DWS,FTr,G,Lg,MP,OBPM,ORB%,OWS,PER,Pos,STL%,Season,TOV%,TRB%,TS%,Tm,USG%,VORP,WS,WS/48
3,.005,15.4,26,,,tartle01,,,0.9,.393,61,ABA,1403,,,1.0,14.2,SG,,1968-69,16.4,6.2,.487,TOT,23.8,,1.9,.066
4,.002,15.1,26,,,tartle01,,,0.5,.398,35,ABA,920,,,1.3,16.4,SG,,1968-69,14.9,6.2,.511,NYA,23.4,,1.8,.092
5,.000,13.6,26,,,tartle01,,,0.1,.460,6,ABA,138,,,0.1,11.0,SG,,1968-69,20.1,4.9,.488,HSM,24.8,,0.2,.073
6,.013,17.1,26,,,tartle01,,,0.3,.352,20,ABA,345,,,-0.4,9.7,SG,,1968-69,18.6,6.7,.419,DNR,24.5,,0.0,-0.006
7,.023,12.9,27,,,tartle01,,,2.9,.344,80,ABA,3210,,,8.1,20.7,SG,,1969-70,12.4,8.2,.550,NYA,23.5,,10.9,.164
8,.039,13.0,28,,,tartle01,,,1.1,.294,60,ABA,1806,,,0.1,12.0,SG,,1970-71,14.6,6.0,.474,TOT,23.2,,1.2,.031
9,.020,10.5,28,,,tartle01,,,0.4,.294,27,ABA,985,,,0.2,11.5,SG,,1970-71,14.5,5.3,.479,NYA,23.1,,0.6,.029
10,.061,15.9,28,,,tartle01,,,0.7,.293,33,ABA,821,,,-0.1,12.6,SG,,1970-71,14.8,6.9,.468,TEX,23.2,,0.6,.035
0,,13.5,23,0.9,0.7,tatumea01,0.2,12.2,1.7,.165,68,NBA,1249,0.5,6.9,0.9,16.5,SG,3.1,1976-77,,9.6,.490,LAL,,0.9,2.6,.101
1,,16.9,24,0.8,0.0,tatumea01,-0.1,8.5,2.2,.180,82,NBA,2522,0.2,3.1,2.2,14.7,SG,2.5,1977-78,13.6,5.8,.500,TOT,20.5,1.3,4.4,.085
2,,14.8,24,0.8,0.1,tatumea01,-0.3,10.0,0.7,.188,25,NBA,663,0.4,3.7,0.7,15.9,SG,2.5,1977-78,13.5,6.9,.516,LAL,23.1,0.3,1.4,.099
3,,17.6,24,0.8,0.0,tatumea01,-0.1,8.0,1.5,.177,57,NBA,1859,0.1,2.9,1.5,14.2,SG,2.5,1977-78,13.6,5.4,.493,IND,19.5,1.0,3.1,.079
4,,8.3,25,1.4,-3.5,tatumea01,-0.7,7.3,1.2,.113,79,NBA,1233,-2.7,3.4,-0.5,11.9,SG,2.8,1978-79,11.8,5.3,.465,TOT,23.1,-0.5,0.7,.028
5,,3.8,25,1.4,-11.5,tatumea01,-5.3,8.8,0.0,.250,3,NBA,38,-6.3,2.9,0.0,7.1,SG,0.0,1978-79,11.9,5.8,.450,BOS,25.9,-0.1,0.0,-0.036
6,,8.5,25,1.4,-3.2,tatumea01,-0.6,7.3,1.2,.109,76,NBA,1195,-2.6,3.4,-0.4,12.1,SG,2.9,1978-79,11.8,5.3,.465,DET,23.0,-0.4,0.7,.030
7,.064,11.2,26,1.2,-3.4,tatumea01,0.1,7.4,0.2,.202,33,NBA,225,-3.5,4.9,-0.3,9.3,SG,3.2,1979-80,14.2,6.1,.415,CLE,20.4,-0.1,0.0,-0.005
0,.000,6.3,23,6.5,-2.3,tavarwa01,2.5,20.5,0.1,.421,11,NBA,73,-4.9,10.7,0.0,14.4,C,0.7,2015-16,18.2,15.7,.555,ATL,16.9,0.0,0.2,.106
1,.000,5.1,24,17.3,3.9,tavarwa01,7.7,26.8,0.1,.600,2,NBA,28,-3.8,16.3,0.0,21.3,C,0.0,2016-17,24.0,21.6,.633,TOT,13.2,0.0,0.1,.150
2,.000,0.0,24,0.0,-15.1,tavarwa01,-7.0,27.1,0.0,2.000,1,NBA,4,-8.1,0.0,0.0,13.1,C,0.0,2016-17,0.0,13.7,.532,ATL,20.5,0.0,0.0,-0.047
3,.000,6.0,24,20.2,7.0,tavarwa01,10.1,26.7,0.1,.250,1,NBA,24,-3.1,19.0,0.0,22.6,C,0.0,2016-17,31.1,23.0,.676,CLE,12.0,0.1,0.1,.183
0,.013,18.0,23,0.8,-3.8,tayloan01,-0.7,7.3,0.3,.212,21,NBA,368,-3.1,3.2,-0.1,11.1,PG,2.9,1988-89,10.8,5.2,.436,MIA,20.4,-0.2,0.2,.029
0,.033,13.3,21,,,taylobr01,,6.1,0.1,.295,63,ABA,2038,,4.0,3.5,13.6,PG,,1972-73,13.7,5.1,.555,NYA,20.2,,3.6,.085
1,.038,16.9,22,0.5,1.3,taylobr01,1.3,4.7,3.3,.188,75,ABA,2505,0.0,3.7,2.0,12.7,PG,2.8,1973-74,16.6,4.2,.506,NYA,15.3,2.1,5.3,.102
2,.050,14.0,23,0.6,3.6,taylobr01,2.2,5.6,4.7,.213,79,ABA,2611,1.4,3.4,3.6,16.0,PG,3.9,1974-75,13.1,4.5,.549,NYA,17.7,3.7,8.3,.153
3,.105,16.4,24,0.7,2.7,taylobr01,0.8,5.2,2.1,.286,54,ABA,1733,2.0,3.8,2.7,17.2,PG,3.3,1975-76,15.8,4.5,.555,NYA,21.3,2.1,4.8,.133
4,,18.5,25,0.4,3.7,taylobr01,0.7,6.5,2.8,.276,72,NBA,2488,3.0,3.5,5.1,17.6,PG,3.6,1976-77,,5.0,.550,KCK,,3.6,7.9,.152
5,,14.5,26,0.4,-1.2,taylobr01,-0.5,5.5,0.9,.285,39,NBA,1222,-0.7,2.6,0.9,11.6,PG,2.6,1977-78,14.5,4.1,.498,DEN,16.6,0.2,1.8,.071
6,,11.8,27,0.0,-1.5,taylobr01,0.5,6.5,0.2,.217,20,NBA,212,-1.9,6.5,-0.1,11.1,PG,5.1,1978-79,15.8,6.5,.418,SDC,19.3,0.0,0.1,.032
7,.267,16.4,28,0.5,1.1,taylobr01,-0.9,4.6,1.0,.181,78,NBA,2754,2.0,2.9,4.6,13.9,PG,2.5,1979-80,12.7,3.7,.546,SDC,16.1,2.2,5.6,.098
8,.195,25.5,29,0.6,1.2,taylobr01,-1.1,4.9,1.4,.313,80,NBA,2312,2.3,2.8,5.6,15.9,PG,2.4,1980-81,14.2,3.8,.602,SDC,13.8,1.9,7.1,.146
9,.192,23.4,30,0.4,-0.8,taylobr01,-2.1,6.7,0.0,.335,41,NBA,1274,1.3,2.4,2.3,13.7,PG,1.7,1981-82,17.9,4.5,.588,SDC,14.7,0.4,2.3,.085
0,.125,15.2,23,0.7,-3.2,taylodo01,0.3,9.5,0.5,.316,51,NBA,465,-3.5,3.9,-0.3,10.1,SG,3.4,2005-06,18.0,6.6,.452,WAS,18.1,-0.1,0.2,.017
1,.121,19.6,24,0.6,-5.2,taylodo01,-1.5,12.5,0.2,.150,47,NBA,369,-3.7,4.2,-0.4,10.3,SG,2.4,2006-07,14.3,8.3,.422,WAS,20.8,-0.3,-0.2,-0.022
0,.012,12.7,23,,,taylofa01,,,0.7,.508,83,ABA,1994,,,1.9,10.4,PG,,1969-70,19.8,8.3,.523,WSA,14.1,,2.6,.062
1,.056,15.8,24,,,taylofa01,,,1.5,.651,84,ABA,1629,,,1.6,9.8,PG,,1970-71,21.9,7.4,.533,VIR,14.0,,3.0,.090
2,.022,14.2,25,,,taylofa01,,7.8,3.1,.379,84,ABA,2669,,5.8,0.6,8.9,PG,,1971-72,20.6,6.8,.490,VIR,13.5,,3.7,.067
3,.010,18.1,26,,,taylofa01,,6.9,1.9,.365,78,ABA,2553,,5.3,0.6,12.6,PG,3.6,1972-73,23.1,6.1,.498,VIR,14.8,,2.6,.048
4,.027,19.9,27,0.3,0.9,taylofa01,1.9,9.0,2.6,.361,80,ABA,2812,-1.0,4.4,-1.3,10.8,PG,3.5,1973-74,25.3,6.7,.470,VIR,15.2,2.1,1.3,.023
5,.036,19.7,28,0.4,0.0,taylofa01,1.6,6.8,2.7,.294,76,ABA,2018,-1.7,4.7,-1.5,9.9,PG,3.8,1974-75,27.3,5.8,.481,DNA,17.1,1.0,1.2,.029
6,.085,21.4,29,0.3,0.1,taylofa01,1.8,9.4,2.1,.288,76,ABA,2483,-1.6,4.5,-1.6,10.4,PG,3.7,1975-76,26.8,6.8,.460,VIR,14.0,1.3,0.4,.009
7,,22.6,30,0.3,0.3,taylofa01,2.3,7.8,2.5,.207,79,NBA,1548,-2.0,6.1,-0.3,11.1,PG,3.7,1976-77,,7.0,.439,DEN,,0.9,2.1,.066
0,,13.5,22,,,taylofr01,,,0.6,.440,54,NBA,552,,,-0.4,10.9,SG,,1970-71,,7.2,.440,PHO,,,0.2,.019
1,,8.3,23,,,taylofr01,,,0.2,.274,34,NBA,283,,,-1.0,4.4,SG,,1971-72,,9.4,.332,TOT,,,-0.8,-0.139
2,,12.4,23,,,taylofr01,,,0.1,.481,13,NBA,69,,,-0.4,2.6,SG,,1971-72,,11.8,.244,PHO,,,-0.3,-0.206
3,,7.0,23,,,taylofr01,,,0.1,.211,21,NBA,214,,,-0.6,5.0,SG,,1971-72,,8.6,.361,CIN,,,-0.5,-0.118
0,.286,7.1,22,1.6,-6.5,taylois01,-0.1,4.2,0.0,.286,4,NBA,52,-6.4,2.1,-0.1,0.3,PG,0.9,2016-17,0.0,3.1,.190,HOU,6.4,-0.1,0.0,-0.028
0,.250,7.1,22,1.6,-6.1,tayloja01,-2.0,6.0,0.1,.173,17,NBA,114,-4.1,4.4,-0.2,9.5,SG,2.1,1989-90,15.2,5.1,.456,NJN,23.2,-0.1,-0.1,-0.028
0,.006,18.6,23,1.1,-4.0,tayloje01,0.4,7.8,0.5,.288,44,NBA,774,-4.4,3.3,-0.6,7.9,SG,2.4,1982-83,25.0,5.4,.438,HOU,12.4,-0.4,-0.2,-0.011
1,.000,9.0,27,1.3,-3.6,tayloje01,0.2,7.1,0.1,1.000,12,NBA,44,-3.8,2.5,0.0,11.7,SG,2.2,1986-87,35.7,4.9,.729,DET,20.6,0.0,0.0,.050
0,.386,7.0,23,0.8,-3.3,tayloje03,-2.4,7.7,0.0,.258,77,NBA,1507,-0.9,3.8,1.2,10.3,SF,1.6,2012-13,9.7,5.7,.531,CHA,14.9,-0.5,1.2,.039
1,.307,5.7,24,0.6,-5.4,tayloje03,-1.2,8.1,0.6,.216,26,NBA,629,-4.2,2.7,-0.8,5.9,SF,1.1,2013-14,9.5,5.4,.436,CHA,19.4,-0.5,-0.2,-0.019
2,.316,8.2,25,0.2,-4.0,tayloje03,-0.6,10.3,0.4,.360,29,NBA,430,-3.3,3.5,-0.1,8.2,SF,1.4,2014-15,12.6,6.8,.481,CHO,16.0,-0.2,0.3,.034
0,.185,8.4,23,0.7,-5.5,tayloje02,-1.9,9.8,0.2,.387,31,NBA,303,-3.5,7.7,-0.1,11.4,SG,1.7,2009-10,12.0,8.7,.460,HOU,23.1,-0.3,0.1,.015
1,.230,11.1,24,0.7,-4.0,tayloje02,-2.1,8.7,0.3,.143,34,NBA,483,-1.9,6.0,-0.1,12.2,SG,1.5,2010-11,18.1,7.3,.535,TOT,22.9,-0.2,0.1,.014
2,.156,4.4,24,1.8,-6.5,tayloje02,-2.6,11.8,0.1,.188,8,NBA,77,-3.9,1.5,0.0,13.3,SG,1.3,2010-11,14.8,6.6,.563,HOU,23.3,-0.1,0.0,.027
3,.244,12.4,24,0.5,-3.5,tayloje02,-2.0,8.1,0.2,.134,26,NBA,406,-1.5,6.8,-0.1,12.0,SG,1.5,2010-11,18.7,7.4,.530,SAC,22.8,-0.2,0.1,.011
0,.054,1.6,23,1.3,-10.0,taylojo01,-2.6,10.0,0.1,.432,12,NBA,108,-7.3,4.3,-0.2,4.4,SF,1.5,1997-98,15.4,7.1,.431,ORL,22.1,-0.2,-0.1,-0.032
1,.343,5.7,24,1.7,-2.4,taylojo01,-0.7,11.7,0.0,.116,36,NBA,724,-1.7,4.6,0.2,9.5,SF,2.1,1998-99,14.0,8.1,.497,DEN,15.1,-0.1,0.2,.014
2,.071,4.7,25,2.1,-7.6,taylojo01,-1.4,12.8,0.0,.000,6,NBA,34,-6.3,6.4,-0.1,6.2,SF,1.5,1999-00,12.5,9.6,.393,TOT,19.9,0.0,0.0,-0.030
3,.000,0.0,25,0.0,-25.9,taylojo01,-6.3,22.0,0.0,.000,1,NBA,5,-19.6,0.0,0.0,-15.2,SF,0.0,1999-00,0.0,10.9,.000,DEN,17.4,0.0,0.0,-0.370
4,.083,5.5,25,2.4,-4.5,taylojo01,-0.5,11.2,0.0,.000,5,NBA,29,-4.0,7.5,0.0,9.9,SF,1.7,1999-00,14.3,9.4,.458,ORL,20.3,0.0,0.0,.028
0,.167,3.1,23,0.0,-12.8,taylole01,-4.6,22.0,0.0,2.667,10,NBA,37,-8.3,12.1,-0.1,3.8,PF,0.0,1989-90,27.7,17.3,.422,GSW,19.4,-0.1,-0.1,-0.097
0,.001,6.6,21,1.8,-4.6,tayloma01,-3.0,13.5,0.3,.361,71,NBA,1513,-1.6,8.8,1.5,16.1,PF,1.2,1997-98,12.0,11.1,.521,LAC,26.1,-1.0,1.8,.057
1,.009,8.9,22,1.4,-3.7,tayloma01,-3.1,11.8,-0.5,.305,46,NBA,1505,-0.5,7.4,1.2,15.2,PF,0.6,1998-99,13.5,9.5,.505,LAC,26.7,-0.6,0.7,.024
2,.008,8.6,23,1.5,-4.5,tayloma01,-1.7,15.8,0.5,.203,62,NBA,2227,-2.8,4.6,-0.8,13.4,PF,1.2,1999-00,13.6,10.0,.492,LAC,24.8,-1.4,-0.3,-0.007
3,.005,9.7,24,1.3,-2.2,tayloma01,-1.1,15.4,1.4,.203,69,NBA,1972,-1.2,6.6,1.8,14.9,SF,0.8,2000-01,12.6,11.1,.518,HOU,23.2,-0.1,3.2,.077
4,.004,8.8,26,1.1,-4.8,tayloma01,-1.6,11.7,1.1,.258,67,NBA,1377,-3.2,8.1,-0.2,11.5,PF,0.9,2002-03,14.4,10.0,.472,HOU,23.3,-1.0,0.9,.030
5,.003,10.1,27,1.7,-1.7,tayloma01,0.4,13.6,2.8,.227,75,NBA,2081,-2.1,7.8,0.9,13.6,PF,1.1,2003-04,15.0,10.9,.512,HOU,22.7,0.1,3.7,.085
6,.020,8.7,28,1.2,-4.3,tayloma01,0.2,16.4,1.6,.231,65,NBA,1336,-4.5,5.9,-1.1,9.4,PF-C,1.1,2004-05,16.1,11.2,.480,TOT,20.4,-0.8,0.5,.020
7,.027,10.2,28,1.0,-3.8,tayloma01,0.9,15.5,1.3,.205,38,NBA,905,-4.7,5.4,-0.9,8.2,PF,1.0,2004-05,16.5,10.6,.465,HOU,19.9,-0.4,0.3,.018
8,.006,5.7,28,1.4,-5.4,tayloma01,-1.3,18.4,0.3,.279,27,NBA,431,-4.1,7.0,-0.1,12.1,C,1.4,2004-05,15.2,12.7,.509,NYK,21.6,-0.4,0.2,.022
9,.003,7.9,29,0.9,-5.4,tayloma01,-1.3,16.7,0.4,.213,67,NBA,1210,-4.1,6.5,-1.0,8.5,PF,0.9,2005-06,19.5,11.5,.496,NYK,19.8,-1.0,-0.5,-0.021
10,.000,7.3,30,0.7,-6.8,tayloma01,-0.2,21.0,0.1,.464,12,NBA,103,-6.6,11.2,-0.2,6.3,PF,2.0,2006-07,15.1,16.0,.356,SAC,17.3,-0.1,-0.1,-0.030
0,.150,22.9,23,0.0,-5.5,taylomi01,-1.7,10.0,0.4,.303,51,NBA,771,-3.8,3.2,-0.9,10.1,PG,2.4,2008-09,19.4,6.5,.477,LAC,22.2,-0.7,-0.4,-0.028
0,.024,12.2,23,,,taylool01,,,0.9,.558,80,ABA,1617,,,2.9,12.6,SG,,1970-71,20.8,9.3,.562,NYA,18.3,,3.9,.115
1,.011,10.4,24,,,taylool01,,10.1,1.1,.568,82,ABA,1891,,6.8,1.7,10.8,SG,,1971-72,18.4,8.5,.522,NYA,17.1,,2.8,.070
2,.073,18.0,25,,,taylool01,,10.0,2.9,.561,69,ABA,2121,,6.9,0.9,13.0,SG,,1972-73,18.0,8.4,.502,SDA,20.6,,3.8,.086
3,.027,13.1,26,0.7,-2.5,taylool01,-0.2,10.9,0.5,.573,31,ABA,519,-2.3,6.8,-0.1,10.5,SG,1.8,1973-74,23.6,8.9,.506,TOT,18.5,-0.1,0.4,.041
4,.042,15.8,26,0.0,-4.0,taylool01,-0.4,11.5,0.1,.625,8,ABA,76,-3.6,6.6,-0.1,9.7,SG,1.8,1973-74,22.7,9.1,.458,NYA,20.2,0.0,0.0,.028
5,.024,12.6,26,0.8,-2.2,taylool01,-0.1,10.8,0.4,.563,23,ABA,443,-2.1,6.9,0.0,10.7,SG,1.8,1973-74,23.8,8.8,.515,CAR,18.3,0.0,0.4,.043
0,.000,10.1,22,,,tayloro01,,,1.1,.312,75,ABA,910,,,0.6,9.7,C,,1969-70,25.0,15.4,.496,TOT,20.5,,1.7,.090
1,.000,10.5,22,,,tayloro01,,,1.1,.305,72,ABA,873,,,0.7,10.3,C,,1969-70,25.0,15.7,.499,NYA,20.7,,1.7,.096
2,.000,0.0,22,,,tayloro01,,,0.0,.556,3,ABA,37,,,0.0,-3.3,C,,1969-70,26.3,8.3,.402,WSA,14.6,,0.0,-0.038
3,.000,16.9,23,,,tayloro01,,,0.0,.111,1,ABA,25,,,-0.2,-7.1,C,,1970-71,0.0,0.0,.106,VIR,13.3,,-0.2,-0.290
4,.000,0.0,24,,,tayloro01,,0.0,0.0,.000,1,ABA,4,,22.9,0.0,-35.8,C,,1971-72,50.0,11.4,.000,PTC,18.2,,0.0,-0.305
0,.149,15.9,22,0.0,-7.7,tayloty01,-1.4,8.6,0.2,.310,38,NBA,221,-6.3,1.1,-0.6,6.2,PG,3.2,2012-13,20.2,4.8,.430,BRK,25.8,-0.3,-0.4,-0.077
1,.132,21.4,23,0.3,-9.7,tayloty01,-2.7,5.3,0.2,.330,23,NBA,270,-7.0,1.3,-0.7,5.4,PG,2.3,2013-14,22.9,3.3,.427,BRK,23.5,-0.5,-0.6,-0.098
0,.000,18.0,22,0.4,-2.5,taylovi01,1.3,6.3,0.5,.314,31,NBA,321,-3.8,6.9,-0.5,7.6,SG,3.1,1982-83,20.5,6.6,.409,NYK,19.4,0.0,0.1,.009
0,.037,13.5,22,0.6,-4.5,teaglte01,-1.8,8.0,0.6,.161,73,NBA,1708,-2.7,4.4,-1.4,10.3,SG,1.5,1982-83,14.2,6.1,.458,HOU,22.7,-1.1,-0.8,-0.022
1,.086,14.5,23,0.4,-5.0,teaglte01,-2.9,8.7,0.4,.140,68,NBA,616,-2.1,4.9,-0.2,11.8,SG,1.0,1983-84,15.6,6.8,.508,HOU,25.3,-0.5,0.2,.016
2,.029,6.0,24,0.8,-1.7,teaglte01,-2.2,7.4,0.1,.255,21,NBA,349,0.5,6.5,0.7,15.5,SG,1.7,1984-85,9.0,6.9,.574,TOT,18.8,0.0,0.7,.103
3,.000,0.0,24,0.0,-15.3,teaglte01,-4.3,0.0,0.0,.000,2,NBA,5,-11.0,0.0,0.0,-7.1,SG,0.0,1984-85,33.3,0.0,.500,DET,23.0,0.0,0.0,-0.213
4,.030,6.1,24,0.8,-1.5,teaglte01,-2.1,7.5,0.1,.259,19,NBA,344,0.7,6.6,0.7,15.9,SG,1.8,1984-85,8.5,7.0,.575,GSW,18.7,0.0,0.8,.108
5,.026,7.6,25,0.9,-2.0,teaglte01,-1.9,7.3,0.6,.277,82,NBA,2158,0.0,4.6,2.5,14.2,SG,1.5,1985-86,11.2,5.9,.542,GSW,22.0,0.0,3.1,.069
6,.012,9.5,26,0.5,-3.9,teaglte01,-2.2,7.2,0.8,.290,82,NBA,1650,-1.7,4.5,0.4,13.2,SG,1.9,1986-87,11.4,5.8,.506,GSW,25.1,-0.8,1.3,.037
7,.016,10.3,27,0.2,-6.4,teaglte01,-4.2,4.8,0.1,.222,47,NBA,958,-2.2,4.6,-0.3,13.0,SG,1.6,1987-88,11.8,4.7,.496,GSW,28.7,-1.1,-0.2,-0.012
8,.014,9.0,28,0.6,-2.2,teaglte01,-1.9,9.7,1.4,.262,66,NBA,1569,-0.3,7.0,1.7,16.7,SF,2.3,1988-89,10.8,8.4,.523,GSW,25.9,-0.1,3.1,.095
9,.012,9.9,29,0.3,-2.7,teaglte01,-2.1,10.8,0.8,.262,82,NBA,2376,-0.6,5.4,1.9,14.8,SF,1.7,1989-90,10.3,8.2,.529,GSW,23.4,-0.4,2.7,.054
10,.012,8.8,30,0.3,-4.6,teaglte01,-2.5,7.3,1.3,.234,82,NBA,1498,-2.2,6.6,0.7,12.8,SG,1.1,1990-91,9.0,7.0,.488,LAL,26.7,-1.0,2.1,.066
11,.005,12.3,31,0.3,-3.7,teaglte01,-2.5,6.6,1.0,.245,82,NBA,1602,-1.2,6.4,0.2,14.5,SG,2.1,1991-92,11.3,6.5,.493,LAL,27.5,-0.7,1.3,.038
12,.000,10.7,32,0.0,-11.4,teaglte01,-2.1,12.8,0.0,.286,2,NBA,25,-9.2,0.0,-0.1,2.1,SG,0.0,1992-93,11.3,6.8,.317,HOU,15.7,-0.1,0.0,-0.078
0,.141,25.1,21,1.2,-4.2,teaguje01,-0.7,10.2,0.8,.216,71,NBA,719,-3.5,0.8,-0.2,11.0,PG,2.5,2009-10,16.7,5.4,.459,ATL,19.1,-0.4,0.6,.042
1,.158,23.3,22,2.0,-1.8,teaguje01,0.2,11.3,1.2,.319,70,NBA,963,-2.0,1.4,0.4,14.6,PG,2.5,2010-11,15.6,6.4,.521,ATL,20.3,0.1,1.7,.083
2,.222,24.3,23,1.3,1.2,teaguje01,0.4,7.4,3.0,.275,66,NBA,2183,0.7,1.1,3.0,15.8,PG,2.6,2011-12,15.1,4.3,.551,ATL,19.1,1.7,6.0,.131
3,.255,36.1,24,0.8,-0.7,teaguje01,-1.5,6.7,2.6,.232,80,NBA,2628,0.8,1.1,3.5,16.8,PG,2.3,2012-13,17.6,3.9,.543,ATL,23.0,0.8,6.1,.111
4,.216,35.1,25,0.5,-1.1,teaguje01,-2.0,7.9,1.9,.362,79,NBA,2542,0.9,1.6,3.3,17.1,PG,1.8,2013-14,16.1,4.7,.541,ATL,25.7,0.6,5.2,.098
5,.233,37.9,26,1.2,1.8,teaguje01,-0.7,7.7,2.8,.360,73,NBA,2228,2.5,1.6,5.0,20.6,PG,2.9,2014-15,16.6,4.7,.566,ATL,25.3,2.1,7.7,.166
6,.278,34.4,27,0.8,0.3,teaguje01,-0.9,8.6,3.0,.316,79,NBA,2255,1.2,1.6,2.8,17.9,PG,2.1,2015-16,16.2,5.2,.551,ATL,26.6,1.3,5.9,.125
7,.277,36.4,28,1.1,1.9,teaguje01,-0.5,12.4,2.4,.457,82,NBA,2657,2.4,1.4,5.7,19.2,PG,1.9,2016-17,16.5,7.0,.574,IND,22.1,2.6,8.1,.146
0,.204,25.6,19,1.3,-7.3,teaguma01,-1.0,12.1,0.4,.142,48,NBA,392,-6.3,0.9,-0.7,6.0,PG,1.2,2012-13,22.6,6.4,.412,CHI,18.2,-0.5,-0.3,-0.031
1,.151,20.6,20,0.9,-8.8,teaguma01,-1.2,10.2,0.4,.294,40,NBA,443,-7.6,0.3,-1.0,3.8,SG,1.2,2013-14,22.5,5.3,.398,TOT,18.2,-0.8,-0.5,-0.059
2,.152,17.9,20,1.3,-10.6,teaguma01,-1.1,8.3,0.3,.242,19,NBA,242,-9.5,0.5,-0.8,0.0,SG,0.4,2013-14,18.9,4.5,.308,CHI,17.2,-0.5,-0.5,-0.094
3,.151,23.8,20,0.4,-6.6,teaguma01,-1.3,12.5,0.2,.358,21,NBA,201,-5.3,0.0,-0.2,8.4,SG,2.1,2013-14,26.4,6.3,.505,BRK,19.5,-0.2,-0.1,-0.017
0,.584,7.7,27,1.2,-1.1,teletmi01,-1.6,14.8,0.5,.059,53,NBA,499,0.4,7.8,0.5,12.3,PF,1.4,2012-13,9.5,11.2,.495,BRK,19.4,0.1,0.9,.087
1,.660,7.1,28,1.4,-0.5,teletmi01,-2.0,17.6,1.1,.117,72,NBA,1396,1.5,5.2,1.6,14.3,SF,1.1,2013-14,8.8,11.4,.559,BRK,20.5,0.5,2.7,.094
2,.605,8.1,29,1.4,-2.6,teletmi01,-1.1,20.9,0.8,.144,40,NBA,892,-1.4,3.4,-0.3,10.7,PF,0.8,2014-15,13.5,12.2,.500,BRK,20.1,-0.1,0.5,.026
3,.592,9.1,30,1.0,-0.5,teletmi01,-2.7,16.3,0.9,.199,79,NBA,1686,2.3,3.5,2.9,16.2,PF,0.9,2015-16,9.0,9.7,.571,PHO,23.4,0.7,3.8,.109
4,.730,6.4,31,1.0,-4.9,teletmi01,-3.4,15.4,0.7,.108,70,NBA,1133,-1.5,1.1,-0.1,8.8,PF,0.5,2016-17,7.8,8.3,.515,MIL,19.1,-0.8,0.6,.025
0,.160,27.8,19,0.2,-6.7,telfase01,-3.1,7.8,0.5,.309,68,NBA,1330,-3.6,0.9,-0.9,9.7,PG,1.4,2004-05,20.4,4.5,.471,POR,21.2,-1.6,-0.4,-0.013
1,.280,26.5,20,0.3,-2.9,telfase01,-2.8,7.5,0.2,.303,68,NBA,1641,-0.1,1.4,0.4,13.0,PG,2.2,2005-06,14.9,4.4,.491,POR,22.2,-0.4,0.6,.017
2,.270,22.7,21,0.5,-4.9,telfase01,-2.2,7.1,1.0,.232,78,NBA,1578,-2.7,1.3,-0.5,8.6,PG,1.4,2006-07,15.8,4.1,.458,BOS,17.8,-1.2,0.5,.015
3,.205,27.7,22,0.5,-3.7,telfase01,-2.0,7.4,0.5,.189,60,NBA,1933,-1.7,0.9,0.2,10.4,PG,1.6,2007-08,15.6,4.0,.462,MIN,16.6,-0.8,0.7,.018
4,.303,26.1,23,0.4,-3.4,telfase01,-2.2,5.5,0.8,.230,75,NBA,2095,-1.2,1.7,0.0,10.8,PG,1.8,2008-09,16.0,3.5,.481,MIN,19.6,-0.7,0.8,.019
5,.279,29.9,24,0.6,-5.7,telfase01,-2.7,7.1,0.4,.184,43,NBA,659,-2.9,0.9,-0.1,10.3,PG,1.9,2009-10,18.7,4.0,.479,TOT,18.4,-0.6,0.3,.020
6,.283,30.3,24,0.6,-5.7,telfase01,-2.6,7.2,0.3,.187,39,NBA,582,-3.1,1.0,-0.1,9.8,PG,2.0,2009-10,19.7,4.1,.470,LAC,17.4,-0.5,0.2,.015
7,.257,27.1,24,0.0,-5.4,telfase01,-4.1,5.9,0.1,.171,4,NBA,77,-1.4,0.0,0.0,14.0,PG,1.4,2009-10,13.7,3.1,.518,CLE,26.4,-0.1,0.1,.065
8,.324,24.2,25,0.3,-4.5,telfase01,-2.9,5.9,0.2,.249,37,NBA,711,-1.6,2.6,0.0,10.5,PG,1.7,2010-11,19.3,4.2,.497,MIN,19.9,-0.4,0.1,.008
9,.307,24.5,26,1.0,-0.5,telfase01,-0.6,8.9,0.7,.196,60,NBA,895,0.0,2.5,0.4,13.2,PG,2.4,2011-12,15.5,5.7,.495,PHO,22.3,0.3,1.1,.058
10,.485,23.9,27,0.8,-3.0,telfase01,-2.0,8.5,0.5,.223,59,NBA,980,-1.0,1.5,0.3,10.9,PG,2.0,2012-13,15.9,4.9,.488,TOT,18.5,-0.2,0.8,.039
11,.457,21.9,27,0.9,-2.9,telfase01,-1.9,8.2,0.4,.231,46,NBA,795,-1.0,1.7,0.3,10.9,PG,1.8,2012-13,16.3,4.9,.505,PHO,18.2,-0.2,0.7,.042
12,.597,32.5,27,0.4,-3.3,telfase01,-2.3,9.8,0.1,.194,13,NBA,185,-1.0,0.6,0.0,10.7,PG,2.6,2012-13,14.1,5.1,.416,TOR,19.6,-0.1,0.1,.029
13,.480,20.8,29,0.0,-3.4,telfase01,-2.9,9.0,0.2,.272,16,NBA,327,-0.5,0.7,0.2,11.4,PG,1.5,2014-15,11.4,4.9,.479,OKC,20.8,-0.1,0.4,.063
