gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
62136,201412060HOU,NBA,1,2015,12/6/2014,21,0,PHO,Suns,95,1565.9011,1562.3591,47.02121,HOU,Rockets,100,1626.5421,1630.0841,A,L,0.28399634,NULL
62137,201412060LAC,NBA,1,2015,12/6/2014,18,0,NOP,Pelicans,100,1477.3632,1473.0775,37.706932,LAC,Clippers,120,1664.33,1668.6156,A,L,0.16085047,NULL
62137,201412060LAC,NBA,0,2015,12/6/2014,19,0,LAC,Clippers,120,1664.33,1668.6156,57.266479,NOP,Pelicans,100,1477.3632,1473.0775,H,W,0.83914953,NULL
62138,201412060SAC,NBA,0,2015,12/6/2014,20,0,SAC,Kings,96,1489.2853,1471.2185,37.513264,ORL,Magic,105,1378.1302,1396.197,H,L,0.77127171,NULL
62138,201412060SAC,NBA,1,2015,12/6/2014,23,0,ORL,Magic,105,1378.1302,1396.197,29.917782,SAC,Kings,96,1489.2853,1471.2185,A,W,0.22872829,NULL
62139,201412060SAS,NBA,0,2015,12/6/2014,20,0,SAS,Spurs,123,1724.417,1726.4968,62.065311,MIN,Timberwolves,101,1399.1741,1397.0942,H,W,0.92040735,NULL
62139,201412060SAS,NBA,1,2015,12/6/2014,19,0,MIN,Timberwolves,101,1399.1741,1397.0942,30.005074,SAS,Spurs,123,1724.417,1726.4968,A,L,0.079592645,NULL
62140,201412070ATL,NBA,0,2015,12/7/2014,19,0,ATL,Hawks,96,1548.1173,1554.1826,46.179565,DEN,Nuggets,84,1494.7594,1488.6941,H,W,0.70740193,NULL
62140,201412070ATL,NBA,1,2015,12/7/2014,20,0,DEN,Nuggets,84,1494.7594,1488.6941,39.338844,ATL,Hawks,96,1548.1173,1554.1826,A,L,0.29259807,NULL
62141,201412070BOS,NBA,1,2015,12/7/2014,19,0,WAS,Wizards,93,1572.8723,1560.8662,46.867901,BOS,Celtics,101,1389.8461,1401.8522,A,L,0.61726069,NULL
62141,201412070BOS,NBA,0,2015,12/7/2014,18,0,BOS,Celtics,101,1389.8461,1401.8522,30.469763,WAS,Wizards,93,1572.8723,1560.8662,H,W,0.38273928,NULL
62142,201412070DAL,NBA,1,2015,12/7/2014,22,0,MIL,Bucks,102,1420.6206,1415.9148,31.85981,DAL,Mavericks,125,1608.4192,1613.125,A,L,0.16020525,NULL
62142,201412070DAL,NBA,0,2015,12/7/2014,22,0,DAL,Mavericks,125,1608.4192,1613.125,52.10593,MIL,Bucks,102,1420.6206,1415.9148,H,W,0.83979475,NULL
62143,201412070DET,NBA,0,2015,12/7/2014,21,0,DET,Pistons,94,1299.6426,1296.7286,21.047142,OKC,Thunder,96,1521.8682,1524.7821,H,L,0.3310174,NULL
62143,201412070DET,NBA,1,2015,12/7/2014,20,0,OKC,Thunder,96,1521.8682,1524.7821,43.12151,DET,Pistons,94,1299.6426,1296.7286,A,W,0.66898263,NULL
62144,201412070LAL,NBA,1,2015,12/7/2014,19,0,NOP,Pelicans,104,1473.0775,1489.127,39.384174,LAL,Lakers,87,1398.6033,1382.5538,A,W,0.46333146,NULL
62144,201412070LAL,NBA,0,2015,12/7/2014,21,0,LAL,Lakers,87,1398.6033,1382.5538,28.604156,NOP,Pelicans,104,1473.0775,1489.127,H,L,0.53666854,NULL
62145,201412070MEM,NBA,0,2015,12/7/2014,20,0,MEM,Grizzlies,103,1652.5225,1656.9231,56.220947,MIA,Heat,87,1498.6937,1494.2931,H,W,0.81170934,NULL
62145,201412070MEM,NBA,1,2015,12/7/2014,20,0,MIA,Heat,87,1498.6937,1494.2931,39.925488,MEM,Grizzlies,103,1652.5225,1656.9231,A,L,0.18829066,NULL
62146,201412070NYK,NBA,0,2015,12/7/2014,22,0,NYK,Knicks,99,1413.1005,1409.0381,31.177071,POR,Trailblazers,103,1621.4054,1625.4678,H,L,0.34899646,NULL
62146,201412070NYK,NBA,1,2015,12/7/2014,20,0,POR,Trailblazers,103,1621.4054,1625.4678,53.295067,NYK,Knicks,99,1413.1005,1409.0381,A,W,0.65100354,NULL
62147,201412080BRK,NBA,1,2015,12/8/2014,19,0,CLE,Cavaliers,110,1530.879,1551.2793,45.879604,BRK,Nets,88,1474.3663,1453.9661,A,W,0.43774152,NULL
62147,201412080BRK,NBA,0,2015,12/8/2014,19,0,BRK,Nets,88,1474.3663,1453.9661,35.724525,CLE,Cavaliers,110,1530.879,1551.2793,H,L,0.56225848,NULL
62148,201412080IND,NBA,0,2015,12/8/2014,21,0,IND,Pacers,92,1475.2974,1460.1293,36.361553,ATL,Hawks,108,1554.1826,1569.3507,H,L,0.5303492,NULL
62148,201412080IND,NBA,1,2015,12/8/2014,20,0,ATL,Hawks,108,1554.1826,1569.3507,47.736824,IND,Pacers,92,1475.2974,1460.1293,A,W,0.4696508,NULL
62149,201412080LAC,NBA,1,2015,12/8/2014,22,0,PHO,Suns,120,1562.3591,1560.7372,46.854645,LAC,Clippers,121,1668.6156,1670.2375,A,L,0.23374081,NULL
62149,201412080LAC,NBA,0,2015,12/8/2014,20,0,LAC,Clippers,121,1668.6156,1670.2375,57.409595,PHO,Suns,120,1562.3591,1560.7372,H,W,0.76625919,NULL
62150,201412080MIN,NBA,1,2015,12/8/2014,20,0,GSW,Warriors,102,1690.3387,1696.3641,59.647942,MIN,Timberwolves,86,1397.0942,1391.0688,A,W,0.75257719,NULL
62150,201412080MIN,NBA,0,2015,12/8/2014,20,0,MIN,Timberwolves,86,1397.0942,1391.0688,29.42095,GSW,Warriors,102,1690.3387,1696.3641,H,L,0.24742283,NULL
62151,201412080SAC,NBA,0,2015,12/8/2014,21,0,SAC,Kings,101,1471.2185,1474.859,37.892666,UTA,Jazz,92,1351.2603,1347.6198,H,W,0.78008837,NULL
62151,201412080SAC,NBA,1,2015,12/8/2014,21,0,UTA,Jazz,92,1351.2603,1347.6198,25.370667,SAC,Kings,101,1471.2185,1474.859,A,L,0.21991163,NULL
62152,201412080TOR,NBA,1,2015,12/8/2014,21,0,DEN,Nuggets,107,1488.6941,1485.8118,39.03709,TOR,Raptors,112,1590.9238,1593.8062,A,L,0.23791802,NULL
62152,201412080TOR,NBA,0,2015,12/8/2014,21,0,TOR,Raptors,112,1590.9238,1593.8062,50.204247,DEN,Nuggets,107,1488.6941,1485.8118,H,W,0.76208198,NULL
62153,201412080WAS,NBA,0,2015,12/8/2014,20,0,WAS,Wizards,133,1560.8662,1562.0968,46.994286,BOS,Celtics,132,1401.8522,1400.6216,H,W,0.81622905,NULL
62153,201412080WAS,NBA,1,2015,12/8/2014,19,0,BOS,Celtics,132,1401.8522,1400.6216,30.349291,WAS,Wizards,133,1560.8662,1562.0968,A,L,0.18377095,NULL
62154,201412090CLE,NBA,0,2015,12/9/2014,20,0,CLE,Cavaliers,105,1551.2793,1556.3345,46.401527,TOR,Raptors,101,1593.8062,1588.751,H,W,0.58196425,NULL
62154,201412090CLE,NBA,1,2015,12/9/2014,22,0,TOR,Raptors,101,1593.8062,1588.751,49.699265,CLE,Cavaliers,105,1551.2793,1556.3345,A,L,0.41803575,NULL
62155,201412090DET,NBA,0,2015,12/9/2014,22,0,DET,Pistons,86,1296.7286,1292.5706,20.716003,POR,Trailblazers,98,1625.4678,1629.6259,H,L,0.21136314,NULL
62155,201412090DET,NBA,1,2015,12/9/2014,21,0,POR,Trailblazers,98,1625.4678,1629.6259,53.690731,DET,Pistons,86,1296.7286,1292.5706,A,W,0.78863686,NULL
62156,201412090LAL,NBA,0,2015,12/9/2014,22,0,LAL,Lakers,98,1382.5538,1387.9872,29.124147,SAC,Kings,95,1474.859,1469.4257,H,W,0.51107192,NULL
62156,201412090LAL,NBA,1,2015,12/9/2014,22,0,SAC,Kings,95,1474.859,1469.4257,37.326637,LAL,Lakers,98,1382.5538,1387.9872,A,L,0.48892808,NULL
62157,201412090MEM,NBA,0,2015,12/9/2014,21,0,MEM,Grizzlies,114,1656.9231,1662.2328,56.698711,DAL,Mavericks,105,1613.125,1607.8153,H,W,0.69588286,NULL
62157,201412090MEM,NBA,1,2015,12/9/2014,23,0,DAL,Mavericks,105,1613.125,1607.8153,51.587959,MEM,Grizzlies,114,1656.9231,1662.2328,A,L,0.30411714,NULL
62158,201412090NOP,NBA,1,2015,12/9/2014,23,0,NYK,Knicks,93,1409.0381,1403.9988,30.680372,NOP,Pelicans,104,1489.127,1494.1663,A,L,0.26179206,NULL
62158,201412090NOP,NBA,0,2015,12/9/2014,20,0,NOP,Pelicans,104,1489.127,1494.1663,39.912193,NYK,Knicks,93,1409.0381,1403.9988,H,W,0.73820794,NULL
62159,201412090OKC,NBA,1,2015,12/9/2014,23,0,MIL,Bucks,101,1415.9148,1411.0632,31.377552,OKC,Thunder,114,1524.7821,1529.6337,A,L,0.23105973,NULL
62159,201412090OKC,NBA,0,2015,12/9/2014,21,0,OKC,Thunder,114,1524.7821,1529.6337,43.6287,MIL,Bucks,101,1415.9148,1411.0632,H,W,0.76894027,NULL
62160,201412090PHO,NBA,1,2015,12/9/2014,21,0,MIA,Heat,103,1494.2931,1507.1877,41.277832,PHO,Suns,97,1560.7372,1547.8425,A,W,0.27725291,NULL
62160,201412090PHO,NBA,0,2015,12/9/2014,23,0,PHO,Suns,97,1560.7372,1547.8425,45.523846,MIA,Heat,103,1494.2931,1507.1877,H,L,0.72274709,NULL
62161,201412090UTA,NBA,0,2015,12/9/2014,22,0,UTA,Jazz,100,1347.6198,1361.1781,26.601995,SAS,Spurs,96,1726.4968,1712.9385,H,W,0.16723584,NULL
62161,201412090UTA,NBA,1,2015,12/9/2014,21,0,SAS,Spurs,96,1726.4968,1712.9385,60.999973,UTA,Jazz,100,1347.6198,1361.1781,A,L,0.83276415,NULL
62162,201412100ATL,NBA,0,2015,12/10/2014,21,0,ATL,Hawks,95,1569.3507,1571.2958,47.935181,PHI,Sixers,79,1270.1155,1268.1704,H,W,0.90872639,NULL
62162,201412100ATL,NBA,1,2015,12/10/2014,21,0,PHI,Sixers,79,1270.1155,1268.1704,18.84326,ATL,Hawks,95,1569.3507,1571.2958,A,L,0.091273606,NULL
62163,201412100CHI,NBA,0,2015,12/10/2014,21,0,CHI,Bulls,105,1567.3588,1574.776,48.289253,BRK,Nets,80,1453.9661,1446.5488,H,W,0.77353615,NULL
62163,201412100CHI,NBA,1,2015,12/10/2014,20,0,BRK,Nets,80,1453.9661,1446.5488,34.961327,CHI,Bulls,105,1567.3588,1574.776,A,L,0.22646385,NULL
62164,201412100CHO,NBA,1,2015,12/10/2014,20,0,BOS,Celtics,87,1400.6216,1394.675,29.769953,CHO,Hornets,96,1420.0166,1425.9631,A,L,0.33463556,NULL
62164,201412100CHO,NBA,0,2015,12/10/2014,21,0,CHO,Hornets,96,1420.0166,1425.9631,32.867001,BOS,Celtics,87,1400.6216,1394.675,H,W,0.66536444,NULL
62165,201412100DAL,NBA,0,2015,12/10/2014,24,0,DAL,Mavericks,112,1607.8153,1610.5343,51.853668,NOP,Pelicans,107,1494.1663,1491.4473,H,W,0.77379453,NULL
62165,201412100DAL,NBA,1,2015,12/10/2014,21,0,NOP,Pelicans,107,1494.1663,1491.4473,39.627243,DAL,Mavericks,112,1607.8153,1610.5343,A,L,0.22620547,NULL
62166,201412100DEN,NBA,1,2015,12/10/2014,22,0,MIA,Heat,82,1507.1877,1495.2059,40.021183,DEN,Nuggets,102,1485.8118,1497.7936,A,L,0.38874364,NULL
62166,201412100DEN,NBA,0,2015,12/10/2014,22,0,DEN,Nuggets,102,1485.8118,1497.7936,40.2925,MIA,Heat,82,1507.1877,1495.2059,H,W,0.61125636,NULL
62167,201412100GSW,NBA,0,2015,12/10/2014,21,0,GSW,Warriors,105,1696.3641,1702.0629,60.118896,HOU,Rockets,93,1630.0841,1624.3854,H,W,0.72255778,NULL
62167,201412100GSW,NBA,1,2015,12/10/2014,21,0,HOU,Rockets,93,1630.0841,1624.3854,53.191654,GSW,Warriors,105,1696.3641,1702.0629,A,L,0.27744222,NULL
62168,201412100IND,NBA,0,2015,12/10/2014,22,0,IND,Pacers,96,1460.1293,1454.769,35.807381,LAC,Clippers,103,1670.2375,1675.5978,H,L,0.34664166,NULL
62168,201412100IND,NBA,1,2015,12/10/2014,21,0,LAC,Clippers,103,1670.2375,1675.5978,57.879189,IND,Pacers,96,1460.1293,1454.769,A,W,0.65335834,NULL
62169,201412100MIN,NBA,0,2015,12/10/2014,21,0,MIN,Timberwolves,90,1391.0688,1405.1493,30.793495,POR,Trailblazers,82,1629.6259,1615.5454,H,W,0.31053951,NULL
62169,201412100MIN,NBA,1,2015,12/10/2014,22,0,POR,Trailblazers,82,1629.6259,1615.5454,52.340794,MIN,Timberwolves,90,1391.0688,1405.1493,A,L,0.68946052,NULL
62170,201412100ORL,NBA,1,2015,12/10/2014,21,0,WAS,Wizards,91,1562.0968,1565.8264,47.376598,ORL,Magic,89,1396.197,1392.4674,A,W,0.59371626,NULL
62170,201412100ORL,NBA,0,2015,12/10/2014,24,0,ORL,Magic,89,1396.197,1392.4674,29.556087,WAS,Wizards,91,1562.0968,1565.8264,H,L,0.40628377,NULL
62171,201412100SAS,NBA,0,2015,12/10/2014,22,0,SAS,Spurs,109,1712.9385,1714.6198,61.134087,NYK,Knicks,95,1403.9988,1402.3175,H,W,0.91325527,NULL
62171,201412100SAS,NBA,1,2015,12/10/2014,24,0,NYK,Knicks,95,1403.9988,1402.3175,30.515368,SAS,Spurs,109,1712.9385,1714.6198,A,L,0.086744726,NULL
62172,201412110OKC,NBA,0,2015,12/11/2014,22,0,OKC,Thunder,103,1529.6337,1536.9167,44.388527,CLE,Cavaliers,94,1556.3345,1549.0514,H,W,0.60394835,NULL
62172,201412110OKC,NBA,1,2015,12/11/2014,21,0,CLE,Cavaliers,94,1556.3345,1549.0514,45.649063,OKC,Thunder,103,1529.6337,1536.9167,A,L,0.39605165,NULL
62173,201412110SAC,NBA,1,2015,12/11/2014,22,0,HOU,Rockets,113,1624.3854,1629.493,53.678131,SAC,Kings,109,1469.4257,1464.318,A,W,0.57844019,NULL
62173,201412110SAC,NBA,0,2015,12/11/2014,23,0,SAC,Kings,109,1469.4257,1464.318,36.795818,HOU,Rockets,113,1624.3854,1629.493,H,L,0.42155978,NULL
62174,201412120ATL,NBA,0,2015,12/12/2014,22,0,ATL,Hawks,87,1571.2958,1573.4109,48.150497,ORL,Magic,81,1392.4674,1390.3523,H,W,0.83272511,NULL
62174,201412120ATL,NBA,1,2015,12/12/2014,25,0,ORL,Magic,81,1392.4674,1390.3523,29.351818,ATL,Hawks,87,1571.2958,1573.4109,A,L,0.16727489,NULL
62175,201412120BOS,NBA,0,2015,12/12/2014,21,0,BOS,Celtics,95,1394.675,1384.1567,28.757114,NYK,Knicks,101,1402.3175,1412.8358,H,L,0.62986851,NULL
62175,201412120BOS,NBA,1,2015,12/12/2014,25,0,NYK,Knicks,101,1402.3175,1412.8358,31.553432,BOS,Celtics,95,1394.675,1384.1567,A,W,0.37013149,NULL
62176,201412120BRK,NBA,0,2015,12/12/2014,21,0,BRK,Nets,88,1446.5488,1450.7251,35.390553,PHI,Sixers,70,1268.1704,1263.9941,H,W,0.83236402,NULL
62176,201412120BRK,NBA,1,2015,12/12/2014,22,0,PHI,Sixers,70,1268.1704,1263.9941,18.534914,BRK,Nets,88,1446.5488,1450.7251,A,L,0.16763598,NULL
62177,201412120CHI,NBA,1,2015,12/12/2014,23,0,POR,Trailblazers,106,1615.5454,1607.8212,51.588531,CHI,Bulls,115,1574.776,1582.5002,A,L,0.41557664,NULL
62177,201412120CHI,NBA,0,2015,12/12/2014,22,0,CHI,Bulls,115,1574.776,1582.5002,49.071033,POR,Trailblazers,106,1615.5454,1607.8212,H,W,0.58442336,NULL
62178,201412120MEM,NBA,0,2015,12/12/2014,22,0,MEM,Grizzlies,113,1662.2328,1663.7698,56.83609,CHO,Hornets,107,1425.9631,1424.4261,H,W,0.87388158,NULL
62178,201412120MEM,NBA,1,2015,12/12/2014,22,0,CHO,Hornets,107,1425.9631,1424.4261,32.712246,MEM,Grizzlies,113,1662.2328,1663.7698,A,L,0.12611842,NULL
62179,201412120MIN,NBA,1,2015,12/12/2014,23,0,OKC,Thunder,111,1536.9167,1550.9272,45.843197,MIN,Timberwolves,92,1405.1493,1391.1387,A,W,0.54559004,NULL
62179,201412120MIN,NBA,0,2015,12/12/2014,22,0,MIN,Timberwolves,92,1405.1493,1391.1387,29.427691,OKC,Thunder,111,1536.9167,1550.9272,H,L,0.45440993,NULL
62180,201412120NOP,NBA,0,2015,12/12/2014,22,0,NOP,Pelicans,119,1491.4473,1497.4274,40.254097,CLE,Cavaliers,114,1549.0514,1543.0713,H,W,0.5607115,NULL
62180,201412120NOP,NBA,1,2015,12/12/2014,22,0,CLE,Cavaliers,114,1549.0514,1543.0713,45.028816,NOP,Pelicans,119,1491.4473,1497.4274,A,L,0.4392885,NULL
62181,201412120PHO,NBA,1,2015,12/12/2014,23,0,DET,Pistons,105,1292.5706,1304.525,21.677298,PHO,Suns,103,1547.8425,1535.8881,A,W,0.11454743,NULL
62181,201412120PHO,NBA,0,2015,12/12/2014,24,0,PHO,Suns,103,1547.8425,1535.8881,44.281338,DET,Pistons,105,1292.5706,1304.525,H,L,0.88545257,NULL
62182,201412120SAS,NBA,1,2015,12/12/2014,23,0,LAL,Lakers,112,1387.9872,1401.4991,30.435183,SAS,Spurs,110,1714.6198,1701.1078,A,W,0.079008579,NULL
62182,201412120SAS,NBA,0,2015,12/12/2014,23,0,SAS,Spurs,110,1714.6198,1701.1078,60.040409,LAL,Lakers,112,1387.9872,1401.4991,H,L,0.92099142,NULL
62183,201412120TOR,NBA,0,2015,12/12/2014,23,0,TOR,Raptors,106,1588.751,1592.7966,50.10363,IND,Pacers,94,1454.769,1450.7234,H,W,0.79362369,NULL
62183,201412120TOR,NBA,1,2015,12/12/2014,23,0,IND,Pacers,94,1454.769,1450.7234,35.390377,TOR,Raptors,106,1588.751,1592.7966,A,L,0.20637631,NULL
62184,201412120UTA,NBA,0,2015,12/12/2014,23,0,UTA,Jazz,95,1361.1781,1354.9961,26.036686,MIA,Heat,100,1495.2059,1501.3879,H,L,0.451186,NULL
62184,201412120UTA,NBA,1,2015,12/12/2014,23,0,MIA,Heat,100,1495.2059,1501.3879,40.669468,UTA,Jazz,95,1361.1781,1354.9961,A,W,0.548814,NULL
62185,201412120WAS,NBA,1,2015,12/12/2014,22,0,LAC,Clippers,96,1675.5978,1666.1897,57.05154,WAS,Wizards,104,1565.8264,1575.2345,A,L,0.51405841,NULL
62185,201412120WAS,NBA,0,2015,12/12/2014,22,0,WAS,Wizards,104,1565.8264,1575.2345,48.335815,LAC,Clippers,96,1675.5978,1666.1897,H,W,0.48594159,NULL
62186,201412130CHO,NBA,0,2015,12/13/2014,23,0,CHO,Hornets,87,1424.4261,1398.3972,30.132034,BRK,Nets,114,1450.7251,1476.754,H,L,0.60450155,NULL
62186,201412130CHO,NBA,1,2015,12/13/2014,22,0,BRK,Nets,114,1450.7251,1476.754,38.090374,CHO,Hornets,87,1424.4261,1398.3972,A,W,0.39549845,NULL
62187,201412130DAL,NBA,1,2015,12/13/2014,22,0,GSW,Warriors,105,1702.0629,1710.7395,60.823715,DAL,Mavericks,98,1610.5343,1601.8577,A,W,0.48781103,NULL
62187,201412130DAL,NBA,0,2015,12/13/2014,25,0,DAL,Mavericks,98,1610.5343,1601.8577,51.002445,GSW,Warriors,105,1702.0629,1710.7395,H,L,0.51218897,NULL
62188,201412130HOU,NBA,0,2015,12/13/2014,23,0,HOU,Rockets,108,1629.493,1633.5873,54.065266,DEN,Nuggets,96,1497.7936,1493.6993,H,W,0.79146343,NULL
62188,201412130HOU,NBA,1,2015,12/13/2014,23,0,DEN,Nuggets,96,1497.7936,1493.6993,39.863255,HOU,Rockets,108,1629.493,1633.5873,A,L,0.20853657,NULL
62189,201412130IND,NBA,0,2015,12/13/2014,24,0,IND,Pacers,85,1450.7234,1442.4156,34.537853,POR,Trailblazers,95,1607.8212,1616.1289,H,L,0.41856155,NULL
62189,201412130IND,NBA,1,2015,12/13/2014,24,0,POR,Trailblazers,95,1607.8212,1616.1289,52.397293,IND,Pacers,85,1450.7234,1442.4156,A,W,0.58143842,NULL
62190,201412130MIL,NBA,0,2015,12/13/2014,24,0,MIL,Bucks,111,1411.0632,1422.4642,32.51506,LAC,Clippers,106,1666.1897,1654.7887,H,W,0.29049531,NULL
62190,201412130MIL,NBA,1,2015,12/13/2014,23,0,LAC,Clippers,106,1666.1897,1654.7887,56.027523,MIL,Bucks,111,1411.0632,1422.4642,A,L,0.70950472,NULL
62191,201412130ORL,NBA,1,2015,12/13/2014,23,0,ATL,Hawks,99,1573.4109,1568.0656,47.605583,ORL,Magic,100,1390.3523,1395.6976,A,L,0.61730468,NULL
62191,201412130ORL,NBA,0,2015,12/13/2014,26,0,ORL,Magic,100,1390.3523,1395.6976,29.869242,ATL,Hawks,99,1573.4109,1568.0656,H,W,0.38269529,NULL
62192,201412130PHI,NBA,0,2015,12/13/2014,23,0,PHI,Sixers,115,1263.9941,1262.2783,18.409271,MEM,Grizzlies,120,1663.7698,1665.4856,H,L,0.15114519,NULL
62192,201412130PHI,NBA,1,2015,12/13/2014,23,0,MEM,Grizzlies,120,1663.7698,1665.4856,56.98896,PHI,Sixers,115,1263.9941,1262.2783,A,W,0.84885478,NULL
62193,201412130SAC,NBA,0,2015,12/13/2014,24,0,SAC,Kings,90,1464.318,1449.8037,35.295746,DET,Pistons,95,1304.525,1319.0393,H,L,0.81690067,NULL
62193,201412130SAC,NBA,1,2015,12/13/2014,24,0,DET,Pistons,95,1304.525,1319.0393,22.882154,SAC,Kings,90,1464.318,1449.8037,A,W,0.18309933,NULL
62194,201412140DEN,NBA,0,2015,12/14/2014,24,0,DEN,Nuggets,91,1493.6993,1487.8439,39.249813,SAS,Spurs,99,1701.1078,1706.9633,H,L,0.35016984,NULL
62194,201412140DEN,NBA,1,2015,12/14/2014,24,0,SAS,Spurs,99,1701.1078,1706.9633,60.518791,DEN,Nuggets,91,1493.6993,1487.8439,A,W,0.64983016,NULL
62195,201412140MIA,NBA,0,2015,12/14/2014,24,0,MIA,Heat,75,1501.3879,1485.0839,38.960918,CHI,Bulls,93,1582.5002,1598.8043,H,L,0.52715486,NULL
62195,201412140MIA,NBA,1,2015,12/14/2014,23,0,CHI,Bulls,93,1582.5002,1598.8043,50.700657,MIA,Heat,75,1501.3879,1485.0839,A,W,0.47284514,NULL
62196,201412140MIN,NBA,0,2015,12/14/2014,23,0,MIN,Timberwolves,94,1391.1387,1380.7058,28.42828,LAL,Lakers,100,1401.4991,1411.932,H,L,0.62621349,NULL
62196,201412140MIN,NBA,1,2015,12/14/2014,24,0,LAL,Lakers,100,1401.4991,1411.932,31.463709,MIN,Timberwolves,94,1391.1387,1380.7058,A,W,0.37378651,NULL
62197,201412140NOP,NBA,0,2015,12/14/2014,23,0,NOP,Pelicans,122,1497.4274,1492.571,39.744999,GSW,Warriors,128,1710.7395,1715.5958,H,L,0.34247658,NULL
62197,201412140NOP,NBA,1,2015,12/14/2014,23,0,GSW,Warriors,128,1710.7395,1715.5958,61.211685,NOP,Pelicans,122,1497.4274,1492.571,A,W,0.65752339,NULL
62198,201412140NYK,NBA,1,2015,12/14/2014,24,0,TOR,Raptors,95,1592.7966,1597.9149,50.612537,NYK,Knicks,90,1412.8358,1407.7175,A,W,0.6130833,NULL
62198,201412140NYK,NBA,0,2015,12/14/2014,26,0,NYK,Knicks,90,1412.8358,1407.7175,31.046608,TOR,Raptors,95,1592.7966,1597.9149,H,L,0.3869167,NULL
62199,201412140OKC,NBA,0,2015,12/14/2014,24,0,OKC,Thunder,112,1550.9272,1562.5314,47.038887,PHO,Suns,88,1535.8881,1524.2839,H,W,0.65975863,NULL
62199,201412140OKC,NBA,1,2015,12/14/2014,25,0,PHO,Suns,88,1535.8881,1524.2839,43.069389,OKC,Thunder,112,1550.9272,1562.5314,A,L,0.34024137,NULL
62200,201412140WAS,NBA,0,2015,12/14/2014,23,0,WAS,Wizards,93,1575.2345,1577.3522,48.550629,UTA,Jazz,84,1354.9961,1352.8784,H,W,0.8633551,NULL
62200,201412140WAS,NBA,1,2015,12/14/2014,24,0,UTA,Jazz,84,1354.9961,1352.8784,25.844521,WAS,Wizards,93,1575.2345,1577.3522,A,L,0.1366449,NULL
62201,201412150ATL,NBA,0,2015,12/15/2014,24,0,ATL,Hawks,93,1568.0656,1574.4684,48.257999,CHI,Bulls,86,1598.8043,1592.4015,H,W,0.5983752,NULL
62201,201412150ATL,NBA,1,2015,12/15/2014,24,0,CHI,Bulls,86,1598.8043,1592.4015,50.064217,ATL,Hawks,93,1568.0656,1574.4684,A,L,0.4016248,NULL
62202,201412150CLE,NBA,1,2015,12/15/2014,24,0,CHO,Hornets,88,1398.3972,1395.1984,29.820747,CLE,Cavaliers,97,1543.0713,1546.2701,A,L,0.19647753,NULL
62202,201412150CLE,NBA,0,2015,12/15/2014,23,0,CLE,Cavaliers,97,1543.0713,1546.2701,45.360847,CHO,Hornets,88,1398.3972,1395.1984,H,W,0.80352247,NULL
62203,201412150IND,NBA,1,2015,12/15/2014,25,0,LAL,Lakers,91,1411.932,1402.7546,30.558235,IND,Pacers,110,1442.4156,1451.593,A,L,0.32057637,NULL
62203,201412150IND,NBA,0,2015,12/15/2014,25,0,IND,Pacers,110,1442.4156,1451.593,35.479916,LAL,Lakers,91,1411.932,1402.7546,H,W,0.67942363,NULL
62204,201412150LAC,NBA,1,2015,12/15/2014,25,0,DET,Pistons,91,1319.0393,1317.0846,22.717518,LAC,Clippers,113,1654.7887,1656.7434,A,L,0.075273156,NULL
62204,201412150LAC,NBA,0,2015,12/15/2014,24,0,LAC,Clippers,113,1654.7887,1656.7434,56.204693,DET,Pistons,91,1319.0393,1317.0846,H,W,0.92472684,NULL
62205,201412150PHI,NBA,0,2015,12/15/2014,24,0,PHI,Sixers,87,1262.2783,1248.2511,17.404877,BOS,Celtics,105,1384.1567,1398.184,H,L,0.46855599,NULL
62205,201412150PHI,NBA,1,2015,12/15/2014,22,0,BOS,Celtics,105,1384.1567,1398.184,30.111238,PHI,Sixers,87,1262.2783,1248.2511,A,W,0.53144401,NULL
62206,201412150PHO,NBA,1,2015,12/15/2014,25,0,MIL,Bucks,96,1422.4642,1431.2418,33.400322,PHO,Suns,94,1524.2839,1515.5063,A,W,0.23834628,NULL
62206,201412150PHO,NBA,0,2015,12/15/2014,26,0,PHO,Suns,94,1524.2839,1515.5063,42.150116,MIL,Bucks,96,1422.4642,1431.2418,H,L,0.76165372,NULL
62207,201412150POR,NBA,1,2015,12/15/2014,25,0,SAS,Spurs,95,1706.9633,1695.1205,59.544327,POR,Trailblazers,108,1616.1289,1627.9717,A,L,0.48681265,NULL
62207,201412150POR,NBA,0,2015,12/15/2014,25,0,POR,Trailblazers,108,1616.1289,1627.9717,53.533634,SAS,Spurs,95,1706.9633,1695.1205,H,W,0.51318735,NULL
62208,201412150TOR,NBA,1,2015,12/15/2014,27,0,ORL,Magic,82,1395.6976,1392.7502,29.58345,TOR,Raptors,95,1597.9149,1600.8623,A,L,0.1493507,NULL
62208,201412150TOR,NBA,0,2015,12/15/2014,25,0,TOR,Raptors,95,1597.9149,1600.8623,50.90419,ORL,Magic,82,1395.6976,1392.7502,H,W,0.8506493,NULL
62209,201412160BRK,NBA,1,2015,12/16/2014,25,0,MIA,Heat,95,1485.0839,1493.6688,39.860054,BRK,Nets,91,1476.754,1468.1691,A,W,0.37105447,NULL
